oks_type,oks_code,ossr_code,ssr_chap,est_cost_entry,est_cost,9: Наименование СД,overcost
1001,0001,013,03,12,1629.01,"ТЕПЛОИЗОЛЯЦИОННЫЙ ЭКРАН ТОЛЩИНОЙ 0,1м В УРОВНЕ ПЛАНИРОВКИ (1М3) 18,04Х90,3-гр.4",538.58
1001,0001,013,03,12,119.2,"ЗЕМЛЯНЫЕ РАБОТЫ. ТЕПЛОИЗОЛЯЦИОННЫЙ ЭКРАН ТОЛЩИНОЙ 0,1м В УРОВНЕ ПЛАНИРОВКИ (1М3) 1,32Х90,3-гр.4",39.41
1001,0001,013,03,12,9.1,"ДЕФОРМАЦИОННАЯ МАРКА ДМ1 (1 ШТ) 0,35Х26-гр.4",3.01
1001,0001,013,03,12,578,"ТЕРМОМЕТРИЧЕСКАЯ СКВАЖИНА ТС-1 ГЛУБИНОЙ 20 М (1ШТ) 144,50Х4-гр.4",191.1
1001,0001,013,03,12,16.44,"МАТЕРИАЛЫ ПОСТАВКИ ЗАКАЗЧИКА. ТЕРМОМЕТРИЧЕСКАЯ СКВАЖИНА ТС-1 ГЛУБИНОЙ 20 М (1ШТ) 4,11Х4-гр.4",5.44
1001,0001,013,03,12,577.2,"ТЕРМОМЕТРИЧЕСКАЯ СКВАЖИНА ТС-2 ГЛУБИНОЙ 20 М (1ШТ) 144,30Х4-гр.4 30,39Х4-гр.5 (строительные работы)",190.83
1001,0001,013,03,12,16.44,"МАТЕРИАЛЫ ПОСТАВКИ ЗАКАЗЧИКА. ТЕРМОМЕТРИЧЕСКАЯ СКВАЖИНА ТС-2 ГЛУБИНОЙ 20 М (1ШТ) 4,11Х4-гр.4",5.44
1001,0001,013,03,12,113.68,"ГИДРОГЕОЛОГИЧЕСКАЯ СКВАЖИНА ГС.8 (1ШТ) 56,84Х2-гр.4",37.58
1001,0001,013,03,12,5.14,"МАТЕРИАЛЫ ПОСТАВКИ ЗАКАЗЧИКА. ГИДРОГЕОЛОГИЧЕСКАЯ СКВАЖИНА ГС.8 (1ШТ) 2,57Х2-гр.4",1.7
1001,0001,005,04,12,4011.64,ОСНОВАНИЯ И ФУНДАМЕНТЫ (ОФ),1326.32
1001,0001,005,04,12,4342.54,ОБЩЕСТРОИТЕЛЬНЫЕ РАБОТЫ (АС),1435.72
1001,0001,005,04,12,548.21,СИЛОВОЕ ЭЛЕКТРООБОРУДОВАНИЕ (ЭМ) (строительные работы),181.25
1001,0001,005,04,12,2.8,"ДЕФОРМАЦИОННАЯ МАРКА ДМ1 (1 ШТ) 0,35Х8-гр.4",0.93
1001,0001,005,04,12,56.84,ГИДРОГЕОЛОГИЧЕСКАЯ СКВАЖИНА ГС.8 (1ШТ),18.79
1001,0001,005,04,12,2.57,МАТЕРИАЛЫ ПОСТАВКИ ЗАКАЗЧИКА. ГИДРОГЕОЛОГИЧЕСКАЯ СКВАЖИНА ГС.8 (1ШТ),0.85
1001,0001,005,04,12,215.66,"ТЕРМОМЕТРИЧЕСКАЯ СКВАЖИНА ТС-1 ГЛУБИНОЙ 15 М (1ШТ) 107,83Х2-гр.4",71.3
1001,0001,005,04,12,8.22,"МАТЕРИАЛЫ ПОСТАВКИ ЗАКАЗЧИКА. ТЕРМОМЕТРИЧЕСКАЯ СКВАЖИНА ТС-1 ГЛУБИНОЙ 15 М (1ШТ) 4,11Х2-гр.4",2.72
1001,0001,005,04,12,2878.4,"ТЕРМОСТАБИЛИЗАТОР ТСГ-2 (1 шт) 71,96Х40-гр.4",951.65
1001,0001,005,04,12,4.8,"ЗЕМЛЯНЫЕ РАБОТЫ. ТЕРМОСТАБИЛИЗАТОР ТСГ-2 (1 шт) 0,12Х40-гр.4",1.59
1001,0001,006,04,12,1045.7,ОСНОВАНИЯ И ФУНДАМЕНТЫ (ОФ),345.73
1001,0001,006,04,12,1932,ОБЩЕСТРОИТЕЛЬНЫЕ РАБОТЫ (АС),638.75
1001,0001,006,04,12,43.77,СИЛОВОЕ ЭЛЕКТРООБОРУДОВАНИЕ (ЭМ) (строительные работы),14.47
1001,0001,006,04,12,2.1,"ДЕФОРМАЦИОННАЯ МАРКА ДМ1 (1 ШТ) 0,35Х6-гр.4",0.69
1001,0001,006,04,12,56.84,ГИДРОГЕОЛОГИЧЕСКАЯ СКВАЖИНА ГС.8 (1ШТ),18.79
1001,0001,006,04,12,2.57,МАТЕРИАЛЫ ПОСТАВКИ ЗАКАЗЧИКА. ГИДРОГЕОЛОГИЧЕСКАЯ СКВАЖИНА ГС.8 (1ШТ),0.85
1001,0001,006,04,12,107.83,ТЕРМОМЕТРИЧЕСКАЯ СКВАЖИНА ТС-1 ГЛУБИНОЙ 15 М (1ШТ),35.65
1001,0001,006,04,12,4.11,МАТЕРИАЛЫ ПОСТАВКИ ЗАКАЗЧИКА. ТЕРМОМЕТРИЧЕСКАЯ СКВАЖИНА ТС-1 ГЛУБИНОЙ 15 М (1ШТ),1.36
1001,0001,006,04,12,719.6,"ТЕРМОСТАБИЛИЗАТОР ТСГ-2 (1 шт) 71,96Х10-гр.4",237.91
1001,0001,006,04,12,1.2,"ЗЕМЛЯНЫЕ РАБОТЫ. ТЕРМОСТАБИЛИЗАТОР ТСГ-2 (1 шт) 0,12Х10-гр.4",0.4
1001,0001,007,04,12,153.67,МОЛНИЕОТВОД Н-15м,50.81
1001,0001,007,04,12,0.03,"ДЕФОРМАЦИОННАЯ МАРКА ДМ2 (100 ШТ) 0,66Х0,04-гр.4",0.01
1001,0001,007,04,12,144.5,ТЕРМОМЕТРИЧЕСКАЯ СКВАЖИНА ТС-1 ГЛУБИНОЙ 20 М (1ШТ),47.77
1001,0001,007,04,12,4.11,МАТЕРИАЛЫ ПОСТАВКИ ЗАКАЗЧИКА. ТЕРМОМЕТРИЧЕСКАЯ СКВАЖИНА ТС-1 ГЛУБИНОЙ 20 М (1ШТ),1.36
1001,0001,008,04,12,18914.7,"ПРОЖЕКТОРНАЯ МАЧТА С МОЛНИЕОТВОДОМ (Н-43м) 3782,94Х5-гр.4",6253.52
1001,0001,008,04,12,3182.5,ПРОЖЕКТОРНАЯ МАЧТА С МОЛНИЕОТВОДОМ (Н-43м),1052.19
1001,0001,008,04,12,3482.14,ПРОЖЕКТОРНАЯ МАЧТА С МОЛНИЕОТВОДОМ (Н-43м),1151.25
1001,0001,008,04,12,3913.89,ПРОЖЕКТОРНАЯ МАЧТА С МОЛНИЕОТВОДОМ (Н-43м),1294
1001,0001,008,04,12,107.15,"МАТЕРИАЛЫ ПОСТАВКИ ЗАКАЗЧИКА. ПРОЖЕКТОРНАЯ МАЧТА С МОЛНИЕОТВОДОМ (Н-43м) 21,43Х5-гр.4",35.43
1001,0001,008,04,12,21.43,МАТЕРИАЛЫ ПОСТАВКИ ЗАКАЗЧИКА. ПРОЖЕКТОРНАЯ МАЧТА С МОЛНИЕОТВОДОМ (Н-43м),7.09
1001,0001,008,04,12,12089.28,"ТЕРМОСТАБИЛИЗАТОР ТСГ-2 (1 шт) 71,96Х168-гр.4",3996.92
1001,0001,008,04,12,20.16,"ЗЕМЛЯНЫЕ РАБОТЫ. ТЕРМОСТАБИЛИЗАТОР ТСГ-2 (1 шт) 0,12Х168-гр.4",6.67
1001,0001,008,04,12,1073.38,"ТЕПЛОИЗОЛЯЦИОННЫЙ ЭКРАН ТОЛЩИНОЙ 0,1м В УРОВНЕ ПЛАНИРОВКИ (1М3) 18,04Х59,5-гр.4",354.88
1001,0001,008,04,12,78.54,"ЗЕМЛЯНЫЕ РАБОТЫ. ТЕПЛОИЗОЛЯЦИОННЫЙ ЭКРАН ТОЛЩИНОЙ 0,1м В УРОВНЕ ПЛАНИРОВКИ (1М3) 1,32Х59,5-гр.4",25.97
1001,0001,008,04,12,22.4,"ДЕФОРМАЦИОННАЯ МАРКА ДМ1 (1 ШТ) 0,35Х64-гр.4",7.41
1001,0001,008,04,12,862.64,"ТЕРМОМЕТРИЧЕСКАЯ СКВАЖИНА ТС-1 ГЛУБИНОЙ 15 М (1ШТ) 107,83Х8-гр.4",285.2
1001,0001,008,04,12,32.88,"МАТЕРИАЛЫ ПОСТАВКИ ЗАКАЗЧИКА. ТЕРМОМЕТРИЧЕСКАЯ СКВАЖИНА ТС-1 ГЛУБИНОЙ 15 М (1ШТ) 4,11Х8-гр.4",10.87
1001,0001,000,04,12,11541.16,БУРЕНИЕ 3 СКВАЖИН ГЛУБИНОЙ 200 М ДЛЯ ГАЗ (БСЭ),3815.7
1001,0001,000,04,12,3987.28,БУРЕНИЕ СКВАЖИНЫ ГЛУБИНОЙ 150 М ДЛЯ ГАЗ(БСЭ),1318.26
1001,0001,000,04,12,1577.59,ОБЩЕСТРОИТЕЛЬНЫЕ РАБОТЫ (АС),521.58
1001,0001,000,04,12,32.51,ЗАГОТОВКА ГРУНТА.ОБЩЕСТРОИТЕЛЬНЫЕ РАБОТЫ (АС),10.75
1001,0001,000,04,12,14704.09,СИСТЕМА ЭЛЕКТРОХИМИЧЕСКОЙ ЗАЩИТЫ ОТ КОРРОЗИИ (строительные работы),4861.42
1001,0001,000,04,12,0.23,"АВТОМАТИЗАЦИЯ ТЕХНОЛОГИЧЕСКИХ ПРОЦЕССОВ (16,839 КМ)(АТ) (строительные работы)",0.08
1001,0001,000,04,12,0.43,"ВНУТРИПЛОЩАДОЧНЫЕ СЕТИ АВТОМАТИЗАЦИИ ТЕХНОЛОГИЧЕСКИХ ПРОЦЕССОВ(4,693 КМ) (АТ1)",0.14
1001,0001,000,04,12,0.12,"АВТОМАТИЗИРОВАННАЯ СИСТЕМА УПРАВЛЕНИЯ ЭЛЕКТРОСНАБЖЕНИЕМ 0,39Х0,3-гр.4 7475,68Х0,3-гр.5 (строительные работы)",0.04
1001,0001,000,04,12,0.32,"АВТОМАТИЗИРОВАННАЯ СИСТЕМА УПРАВЛЕНИЯ ЭЛЕКТРОСНАБЖЕНИЕМ (6,683 КМ)(АСУЭ) 0,45Х0,7-гр.4 8001,25Х0,7-гр.5 (строительные работы)",0.11
1001,0001,000,04,12,46.66,"ВНУТРИПЛОЩАДОЧНЫЕ СЕТИ 6 И 0,4 кВ (строительные работы)",15.43
1001,0001,000,04,12,3395.39,НАРУЖНОЕ ЭЛЕКТРООСВЕЩЕНИЕ (строительные работы),1122.57
1001,0001,000,04,12,40.9,ВЕНТИЛЯЦИЯ (ОВ),13.52
1001,0001,000,04,12,50.05,ОТОПЛЕНИЕ (ОВ),16.55
1001,0001,008,04,12,3608.98,ПРОЖЕКТОРНАЯ МАЧТА С МОЛНИЕОТВОДОМ (Н-36м),1193.19
1001,0001,008,04,12,21.43,МАТЕРИАЛЫ ПОСТАВКИ ЗАКАЗЧИКА. ПРОЖЕКТОРНАЯ МАЧТА С МОЛНИЕОТВОДОМ (Н-36м),7.09
1001,0001,000,04,12,2004.66,ОБЩЕСТРОИТЕЛЬНЫЕ РАБОТЫ (АС1),662.77
1001,0001,000,04,12,975.87,"ЛИНИЯ ЭЛЕКТРОПЕРЕДАЧ ВОЗДУШНАЯ (ЭВ1)(3,536 КМ) (строительные работы)",322.64
1001,0001,000,04,12,451.42,ОБЩЕСТРОИТЕЛЬНЫЕ РАБОТЫ (АС2),149.25
1001,0001,000,04,12,227.26,"ЛИНИЯ ЭЛЕКТРОПЕРЕДАЧ ВОЗДУШНАЯ (ЭВ2) (0,645 км) (строительные работы)",75.14
1001,0001,000,05,12,530.92,"АВТОМАТИЗАЦИЯ СИСТЕМЫ ПОЖАРНОЙ БЕЗОПАСНОСТИ (47,46 км) (СПБА) (строительные работы)",175.53
1001,0001,000,05,12,105.49,ЭЛЕКТРИЧЕСКОЕ ОСВЕЩЕНИЕ И СИЛОВОЕ ЭЛЕКТРООБОРУДОВАНИЕ (ЗАТРАТЫ ПОДРЯДЧИКА),34.88
1001,0001,000,05,12,23.93,ТЕХНИЧЕСКИЕ СРЕДСТВА ОХРАНЫ (ЗАТРАТЫ ПОДРЯДЧИКА),7.91
1001,0001,010,06,12,747.95,ОСНОВАНИЯ И ФУНДАМЕНТЫ (ОФ),247.28
1001,0001,010,06,12,10.94,МАТЕРИАЛЫ ПОСТАВКИ ЗАКАЗЧИКА. ОСНОВАНИЯ И ФУНДАМЕНТЫ (ОФ),3.62
1001,0001,010,06,12,614.52,ОБЩЕСТРОИТЕЛЬНЫЕ РАБОТЫ (АС),203.17
1001,0001,010,06,12,78.12,МОНТАЖ БЛОК-БОКСОВ (ВК),25.83
1001,0001,010,06,12,2.66,МЕЖБЛОЧНЫЙ МОНТАЖ (ВК) (строительные работы),0.88
1001,0001,011,06,12,1142.9,ОСНОВАНИЯ И ФУНДАМЕНТЫ (ОФ),377.86
1001,0001,011,06,12,18.23,МАТЕРИАЛЫ ПОСТАВКИ ЗАКАЗЧИКА. ОСНОВАНИЯ И ФУНДАМЕНТЫ (ОФ),6.03
1001,0001,011,06,12,811.42,ОБЩЕСТРОИТЕЛЬНЫЕ РАБОТЫ (АС),268.27
1001,0001,011,06,12,96.49,МОНТАЖ БЛОК-БОКСА (ТМ),31.9
1001,0001,000,06,12,8382.78,КАНАЛИЗАЦИЯ МЕХАНИЧЕСКИ ЗАГРЯЗНЕННЫХ ВОД САМОТЕЧНАЯ К4 (460 М),2771.49
1001,0001,000,06,12,2011.18,ЗЕМЛЯНЫЕ РАБОТЫ (СИСТЕМА К4),664.93
1001,0001,000,06,12,178.03,ЗАГОТОВКА ГРУНТА. (ДЛЯ СИСТЕМЫ К4),58.86
1001,0001,000,06,12,14848.5,ПРИОБРЕТЕНИЕ ПОЛИЭТИЛЕНОВЫХ КОЛОДЦЕВ ДЛЯ СИСТЕМЫ К4,4909.16
1001,0001,000,06,12,2059.94,КАНАЛИЗАЦИЯ ПРОИЗВОДСТВЕННАЯ САМОТЕЧНАЯ К3 (86 М),681.05
1001,0001,000,06,12,457.1,ЗЕМЛЯНЫЕ РАБОТЫ (СИСТЕМА К3),151.12
1001,0001,000,06,12,40.46,ЗАГОТОВКА ГРУНТА. (ДЛЯ СИСТЕМЫ К3),13.38
1001,0001,000,06,12,3314.54,ПРИОБРЕТЕНИЕ ПОЛИЭТИЛЕНОВЫХ КОЛОДЦЕВ ДЛЯ СИСТЕМЫ К3,1095.84
1001,0001,000,06,12,5164.25,ВОДОПРОВОД ПРОИЗВОДСТВЕННО-ПРОТИВОПОЖАРНЫЙ В2 (1150 м),1707.39
1001,0001,000,06,12,11446.78,ТЕПЛОИЗОЛЯЦИОННЫЕ РАБОТЫ. ВОДОПРОВОД ПРОТИВОПОЖАРНЫЙ В2,3784.5
1001,0001,000,06,12,777.62,КАНАЛИЗАЦИ ПРОИЗВОДСТВЕННАЯ МЕХАНИЧЕСКИ ЗАГРЯЗНЕННЫХ ВОД НАПОРНАЯ К4Н (310 м),257.09
1001,0001,000,06,12,1570.15,ТЕПЛОИЗОЛЯЦИОННЫЕ РАБОТЫ (К4Н),519.12
1001,0001,000,06,12,5263.59,"ТЕПЛОВЫЕ СЕТИ Т11,Т21 (50 м)",1740.23
1001,0001,000,06,12,2278.35,"ТЕПЛОИЗОЛЯЦИОННЫЕ РАБОТЫ (Т11,Т21)",753.26
1001,0001,000,06,12,7723.58,"ТЕПЛОВЫЕ СЕТИ Т11,Т21 (370 м)",2553.55
1001,0001,000,06,12,18999.1,"ТЕПЛОИЗОЛЯЦИОННЫЕ РАБОТЫ (Т11,Т21)",6281.42
1001,0001,000,06,12,7658.39,ТЕПЛОВЫЕ СЕТИ Т1Т2 (850 м),2531.99
1001,0001,000,06,12,18268.97,ТЕПЛОИЗОЛЯЦИОННЫЕ РАБОТЫ (Т1Т2),6040.03
1001,0001,000,06,12,1918.34,ВОДОПРОВОД ПРОИЗВОДСТВЕННО-ПРОТИВОПОЖАРНЫЙ В2 (100 М) (строительные работы),634.24
1001,0001,000,06,12,13598.71,"ТЕПЛОИЗОЛЯЦИОННЫЕ РАБОТЫ (В2,В21)",4495.96
1001,0001,000,06,12,10718.42,ТРУБОПРОВОД АВТОМАТИЧЕСКОГО ПОЖАРОТУШЕНИЯ (В21) (500 М) (строительные работы),3543.69
1001,0001,000,06,12,1915.02,КАНАЛИЗАЦИ ПРОИЗВОДСТВЕННАЯ МЕХАНИЧЕСКИ ЗАГРЯЗНЕННЫХ ВОД НАПОРНАЯ (К4Н) (180 м). КОММУНИКАЦИИ КАНАЛИЗАЦИИ ВНУТРИПЛОЩАДОЧНОЙ ПО ЭСТАКАДАМ ПО ТЕРРИТОРИИ УКПГ,633.14
1001,0001,000,06,12,2618.61,ТЕПЛОИЗОЛЯЦИОННЫЕ РАБОТЫ (К4Н). КОММУНИКАЦИИ КАНАЛИЗАЦИИ ВНУТРИПЛОЩАДОЧНЫЕ ПО ЭСТАКАДАМ ПО ТЕРРИТОРИИ УКПГ,865.76
1001,0001,000,06,12,10684.47,КОММУНИКАЦИИ ТЕПЛОВЫЕ ВНЕПЛОЩАДОЧНЫЕ ПО ЭСТАКАДАМ (ТС) (390 м),3532.47
1001,0001,000,06,12,5334.24,ТЕПЛОИЗОЛЯЦИОННЫЕ РАБОТЫ (ТС). КОММУНИКАЦИИ ТЕПЛОВЫЕ ВНЕПЛОЩАДОЧНЫЕ ПО ЭСТАКАДАМ,1763.59
1001,0001,000,06,12,1975.04,"СЕТИ ВОДОПРОВОДА (НВК1) 2821,480Х0,7-гр.4",652.98
1001,0001,000,06,12,4926.28,"ТЕПЛОИЗОЛЯЦИОННЫЕ РАБОТЫ (НВК1) 7037,550Х0,7-гр.4",1628.71
1001,0001,000,06,12,1580.03,"СЕТИ ВОДОПРОВОДА (НВК1) 2821,480Х0,56-гр.4",522.38
1001,0001,000,06,12,3941.03,"ТЕПЛОИЗОЛЯЦИОННЫЕ РАБОТЫ (НВК1) 7037,550Х0,56-гр.4",1302.97
1001,0001,000,06,12,1410.74,"СЕТИ КАНАЛИЗАЦИИ (НВК1) 2821,480Х0,5-гр.4",466.41
1001,0001,000,06,12,3518.78,"ТЕПЛОИЗОЛЯЦИОННЫЕ РАБОТЫ (НВК1) 7037,550Х0,5-гр.4",1163.37
1001,0001,000,07,12,37737.27,"БЛАГОУСТРОЙСТВО (1,0429 га) (ГП)",12476.57
1001,0001,000,07,12,232.9,ЗАГОТОВКА ГРУНТА. БЛАГОУСТРОЙСТВО (ГП),77
1001,0001,000,07,12,20778.07,ЛИВНЕВАЯ КАНАЛИЗАЦИЯ (ЛК),6869.58
1001,0001,000,07,12,1656.98,ОСНОВАНИЯ И ФУНДАМЕНТЫ ПОД ОГРАЖДЕНИЕ ПЛОЩАДКИ СКЛАДА ДИЗТОПЛИВА РАСХОДНОГО V-125м3 (ОГ) (116м),547.83
1001,0001,000,07,12,2572.88,СТАЛЬНОЕ ОГРАЖДЕНИЕ ПЛОЩАДКИ СКЛАДА ДИЗТОПЛИВА РАСХОДНОГО V-125м3 (ОГ) (116м),850.64
1001,0001,000,07,12,6839.04,ОСНОВАНИЯ И ФУНДАМЕНТЫ ПОД ОГРАЖДЕНИЕ ТЕРРИТОРИИ (ОГ) (601м),2261.1
1001,0001,000,07,12,10538.2,СТАЛЬНОЕ ОГРАЖДЕНИЕ ТЕРРИТОРИИ (ОГ) (601м),3484.11
1001,0001,001,02,13,126288.81,"МОНТАЖ ТЕХНОЛОГИЧЕСКОГО ОБОРУДОВАНИЯ, АРМАТУРЫ И ТРУБОПРОВОДОВ. ОБВЯЗКА ГПА (ТХ)",41753.2
1001,0001,001,02,13,10107.01,"МОНТАЖ ТЕХНОЛОГИЧЕСКОГО ОБОРУДОВАНИЯ, АРМАТУРЫ И ТРУБОПРОВОДОВ. КОЛЛЕКТОРА КЦ (ТХ)",3341.55
1001,0001,001,02,13,40280.49,МАТЕРИАЛЫ ПОСТАВКИ ЗАКАЗЧИКА. КОЛЛЕКТОРЫ И ОБВЯЗКА ГПА (ТХ),13317.41
1001,0001,001,02,13,60532.91,МАТЕРИАЛЫ НЕ УЧТЕННЫЕ ЦЕННИКОМ. КОЛЛЕКТОРЫ И ОБВЯЗКА ГПА (ТХ),20013.2
1001,0001,001,02,13,105.11,ТЕПЛОВЫЕ СЕТИ (монтажные работы),34.75
1001,0001,001,02,13,5616.51,"СИСТЕМА ГЕТ (1ШТ) 1673,75Х3-гр.4 1872,17Х3-гр.5 (монтажные работы)",1856.91
1001,0001,001,02,13,14251.68,"СИСТЕМА ВЕТ (1ШТ) 2900,58Х24-гр.4 593,82Х24-гр.5 (монтажные работы)",4711.84
1001,0001,001,02,13,1276.38,"ТЕРМОМЕТРИЧЕСКАЯ СКВАЖИНА ТС-2 ГЛУБИНОЙ 20 М (1ШТ) 144,30Х42-гр.4 30,39Х42-гр.5 (монтажные работы)",421.99
1001,0001,001,02,13,13633.95,ОБОГРЕВ ЭЛЕКТРИЧЕСКИЙ (ТРУБОПРОВОДОВ),4507.61
1001,0001,001,02,13,2149.64,ОБОГРЕВ ЭЛЕКТРИЧЕСКИЙ (ЕМКОСТЬ),710.71
1001,0001,001,02,13,1300.56,СИЛОВОЕ ЭЛЕКТРООБОРУДОВАНИЕ (ЭМ) (монтажные работы),429.99
1001,0001,001,02,13,9466.57,АВТОМАТИЗАЦИИ(АТ) (монтажные работы),3129.81
1001,0001,001,02,13,13583.06,ЭЛЕКТРООБОГРЕВ КОММУНИКАЦИЙ (ЭОК),4490.79
1001,0001,002,02,13,24096.02,"МОНТАЖ ОБОРУДОВАНИЯ, АРМАТУРЫ И ТРУБОПРОВОДОВ",7966.55
1001,0001,002,02,13,1684.75,МАТЕРИАЛЫ ПОСТАВКИ ЗАКАЗЧИКА (Т),557.01
1001,0001,002,02,13,145.04,ОТОПЛЕНИЕ (ОВ) (монтажные работы),47.95
1001,0001,002,02,13,864.61,"МОНТАЖ ОБОРУДОВАНИЯ, АРМАТУРЫ И ТРУБОПРОВОДОВ ГАЗОВОГО ПОЖАРОТУШЕНИЯ (ГТ) (монтажные работы)",285.85
1001,0001,002,02,13,997.64,ВОДОПРОВОД ПРОИЗВОДСТВЕННО-ПРОТИВОПОЖАРНЫЙ В2 (АПТ) (монтажные работы),329.84
1001,0001,002,02,13,4483.87,ПЕНОПРОВОД В11 (АПТ) (монтажные работы),1482.44
1001,0001,002,02,13,724.96,ОПОВЕЩЕНИЕ О ПОЖАРЕ (монтажные работы),239.68
1001,0001,002,02,13,402.83,"ТЕЛЕФОННАЯ СВЯЗЬ, РАДИОФИКАЦИЯ И КОМПЛЕКСНЫЕ СЕТИ СВЯЗИ(СС)",133.18
1001,0001,002,02,13,8293.22,СИЛОВОЕ ЭЛЕКТРООБОРУДОВАНИЕ (ЭМ),2741.88
1001,0001,002,02,13,4441.59,СИЛОВОЕ ЭЛЕКТРООБОРУДОВАНИЕ (ЭМ1),1468.46
1001,0001,002,02,13,7693.54,ЭЛЕКТРИЧЕСКОЕ ОСВЕЩЕНИЕ (ЭО),2543.61
1001,0001,002,02,13,11685.82,АВТОМАТИЗАЦИЯ ТЕХНОЛОГИЧЕСКИХ ПРОЦЕССОВ (АТ),3863.53
1001,0001,002,02,13,7211.66,ПОЖАРНАЯ СИГНАЛИЗАЦИЯ (ПС) (монтажные работы),2384.3
1001,0001,002,02,13,15675.88,АВТОМАТИЗИРОВАННАЯ СИСТЕМА ПОЖАРНОЙ БЕЗОПАСНОСТИ (СПБА) (монтажные работы),5182.71
1001,0001,002,02,13,243.12,"ТЕРМОМЕТРИЧЕСКАЯ СКВАЖИНА ТС-2 ГЛУБИНОЙ 20 М (1ШТ) 144,30Х8-гр.4 30,39Х8-гр.5 (монтажные работы)",80.38
1001,0001,003,02,13,944.29,МОНТАЖ ОБОРУДОВАНИЯ И ТРУБОПРОВОДОВ (Т),312.2
1001,0001,003,02,13,6709.87,ОБОГРЕВ ЭЛЕКТРИЧЕСКИЙ,2218.4
1001,0001,004,02,13,1151.62,"МОНТАЖ ОБОРУДОВАНИЯ, АРМАТУРЫ И ТРУБОПРОВОДОВ (Т)",380.74
1001,0001,004,02,13,1975.65,ОБОГРЕВ ЭЛЕКТРИЧЕСКИЙ,653.18
1001,0001,004,02,13,547.96,АВТОМАТИЗАЦИЯ (АТ),181.16
1001,0002,001,02,13,3647.17,МОНТАЖ АРМАТУРЫ И ТРУБОПРОВОДОВ (Т),1205.82
1001,0002,002,02,13,1849.7,МОНТАЖ АРМАТУРЫ И ТРУБОПРОВОДОВ (Т),611.54
1001,0002,003,02,13,8010.05,"МОНТАЖ ОБОРУДОВАНИЯ, АРМАТУРЫ И ТРУБОПРОВОДОВ",2648.26
1001,0002,003,02,13,653.21,МАТЕРИАЛЫ ПОСТАВКИ ЗАКАЗЧИКА (Т),215.96
1001,0001,000,02,13,35459.12,"МОНТАЖ ТЕХНОЛОГИЧЕСКОГО ОБОРУДОВАНИЯ, АРМАТУРЫ И ТРУБОПРОВОДОВ (ТХ)",11723.38
1001,0001,000,02,13,13671.46,МАТЕРИАЛЫ ПОСТАВКИ ЗАКАЗЧИКА (ТХ),4520.01
1001,0001,000,02,13,91421.79,МОНТАЖ АРМАТУРЫ И ТРУБОПРОВОДОВ. КОММУНИКАЦИИ ВНУТРИПЛОЩАДОЧНЫЕ ТЕХНОЛОГИЧЕСКИЕ ПО ЭСТАКАДАМ ПО ТЕРРИТОРИИ ДКС (ТК2),30225.58
1001,0001,000,02,13,43673.46,МАТЕРИАЛЫ ПОСТАВКИ ЗАКАЗЧИКА (ТК2),14439.18
1001,0001,000,02,13,6479.31,МОНТАЖ АРМАТУРЫ И ТРУБОПРОВОДОВ. КОММУНИКАЦИИ ВНУТРИПЛОЩАДОЧНЫЕ ТЕХНОЛОГИЧЕСКИЕ ПО СУЩЕСТВУЮЩИМ ЭСТАКАДАМ ПО ТЕРРИТОРИИ ДКС,2142.17
1001,0001,000,02,13,123129.91,МОНТАЖ АРМАТУРЫ И ТРУБОПРОВОДОВ. КОММУНИКАЦИИ ВНУТРИПЛОЩАДОЧНЫЕ ТЕХНОЛОГИЧЕСКИЕ ПО ЭСТАКАДАМ ПО ТЕРРИТОРИИ УКПГ,40708.81
1001,0001,000,02,13,56823.63,МАТЕРИАЛЫ ПОСТАВКИ ЗАКАЗЧИКА (ТК1),18786.85
1001,0001,012,03,13,2099.17,"МОНТАЖ ТЕХНОЛОГИЧЕСКОГО ОБОРУДОВАНИЯ, АРМАТУРЫ, ТРУБОПРОВОДОВ",694.02
1001,0001,012,03,13,186.36,АВТОМАТИЗАЦИЯ ТЕХНОЛОГИЧЕСКИХ ПРОЦЕССОВ,61.61
1001,0001,012,03,13,30.39,ТЕРМОМЕТРИЧЕСКАЯ СКВАЖИНА ТС-2 ГЛУБИНОЙ 20 М (1ШТ) (монтажные работы),10.05
1001,0001,012,03,13,121.56,"ТЕРМОМЕТРИЧЕСКАЯ СКВАЖИНА ТС-2 ГЛУБИНОЙ 15 М (1ШТ) 107,83Х4-гр.4 30,39Х4-гр.5 (монтажные работы)",40.19
1001,0001,013,03,13,1546.65,МОНТАЖ ОБОРУДОВАНИЯ (ТХВ),511.35
1001,0001,013,03,13,114.06,ОТОПЛЕНИЕ (ОВ) (монтажные работы),37.71
1001,0001,013,03,13,32.08,ВОДОПРОВОД ПРОИЗВОДСТВЕННО-ПРОТИВОПОЖАРНЫЙ (В2) (монтажные работы),10.61
1001,0001,013,03,13,18.17,КАНАЛИЗАЦИЯ ПРОИЗВОДСТВЕННАЯ НАПОРНАЯ К3Н (монтажные работы),6.01
1001,0001,013,03,13,18.17,КАНАЛИЗАЦИЯ К1,6.01
1001,0001,013,03,13,41.84,МОНТАЖ ОБОРУДОВАНИЯ. ВОДОПРОВОД В1,13.83
1001,0001,013,03,13,4750.71,СИЛОВОЕ ЭЛЕКТРООБОРУДОВАНИЕ,1570.66
