"","Дата","Время","№","Мастер-технолог","Машинист","Сушильщик","Накатчик","Артикул","Вес м2","Примечание","Креп-фактор","Композиция (для целлюлозы)","Белизна","Формат ОБЩИЙ","Нож центрального реза в работе","Скорость Янки","Скорость наката","Производительность при формате 2850","Производительность","Формующая часть: Скорость смесительного насоса","Формующая часть: Угол напорного ящика","Формующая часть: Разница скорости струи/сетки","Формующая часть: Скорость струи","Формующая часть: Открытие щели напорного ящика","Формующая часть: Давление на напорном ящике","Формующая часть: Температура в лотке-успокоителе","Формующая часть: Давление СВД сетки (игольчатый) ","Формующая часть: Давление промывающего спрыска сетки (веерный ВД)","Формующая часть: Натяжение сетки","Прессовая часть: Натяжение сукна","Прессовая часть: Вакуум пресс","Прессовая часть: Вакуум 1-я сукномойка","Прессовая часть: Вакуум 2-я сукномойка","Прессовая часть: Вакуум 3-я сукномойка","Прессовая часть","Прессовая часть: Динамика роста вакуума","Прессовая часть: Открытие перемычки","Прессовая часть: Обороты регулируемого вакуумного насоса","Прессовая часть: Прижим прессовоговала лицо","Прессовая часть: Прижим прессовоговала привод","Прессовая часть: Давление орошающего спрыска сукна","Прессовая часть: Давление СВД сукна","Поток: Поток в машинный бассейн","Поток: Поток массы из машинного бассейна","Поток: Рециркуляция потока","Поток: Рециркуляция потока","Поток: Нагрузка насоса плотной маассы","Поток: Открытие клапана после насоса плотной массы","Поток: Концентрация при размоле","Поток: Расход массы с браковой линии брака","Поток: Расход массы с мак.участка","Поток: Доля брака","1-ой рафинер: Потребление энергии","1-ой рафинер: Удельное потребление энергии","2-ой рафинер: Потребление энергии","2-ой рафинер: Удельное потребление энергии","2-ой рафинер: Поток на флотацию(Об.в)","2-ой рафинер: Скорость скребка №1","2-ой рафинер: Скорость скребка №2","2-ой рафинер: Толщина папки","2-ой рафинер: Уровень ","Янки-циллиндр: Давление пара Янки цилиндра","Янки-циллиндр: Перепад давления","Янки-циллиндр: Давление в главном паропроводе","Янки-циллиндр: Температура конденсата","Янки-циллиндр: Скорость продува","Колпак МЧ: Температура колпака","Колпак МЧ: Циркуляционный вентилятор","Колпак МЧ: Потребление газа","Колпак СЧ: Температура колпака","Колпак СЧ: Циркуляционный вентилятор","Колпак СЧ: Потребление газа","Вытяжной вентиятор","Влагосодержание в воздухе","Производительность конвективной сушки","Производительность контактной сушки","Балланс сушки: Конвективная","Балланс сушки: Контактная","Шаберы: Съемный","Шаберы: Крепирующий ","Шаберы: Вылет крепирующего шабера","Шаберы: Очищающий","Адгезив: Марка","Адгезив: Уставка насоса","Адгезив","Адгезив: V","Адгезив: X","Адгезив: Расход по факту","Адгезив","Релиз: Марка","Релиз: Уставка насоа","Релиз: Расход по факту","Релиз","Релиз","Релиз","Релиз","Модификатор: Марка","Модификатор: Уставка насоса","Модификатор","Модификатор: V","Модификатор: X","Модификатор: Расход по факту","Модификатор","Давление прижима втроричных вилок: Пустой вал","Давление прижима втроричных вилок: D1","Давление прижима втроричных вилок: D2","Давление прижима втроричных вилок: Конец ","Перезаправка: Давление на клеевой заправке","Перезаправка: Время стабильной ленты","Перезаправка: Время подачи клея","Перезаправка: Уровень клея в ведре ","Перезаправка: Время продувки","Перезаправка: Время торможения","Перезаправка: Коээфициент разгона","Пеногаситель: Марка","Пеногаситель: Расход","Пеногаситель: Удельный расход (2850)","Пеногаситель: Удельный расход (обрезная)","Пассиватор сетки: Марка","Пассиватор сетки: Расход","Кондиционер : Марка","Кондиционер : Расход","Глинозем: Расход","Флокулянт: Марка","Флокулянт: Расход","Коагулянт: Расход","Смола: Марка","Смола: Расход","Смола: Удельный расход (2850)","Смола: Удельный расход (обрезная)","Эксперементальный химакат: Марка","Эксперементальный химакат: Расход","Красители: Марка","Красители: Расход","Красители: Марка","Красители: Расход","Красители: Марка","Красители: Расход","Красители: Марка","Красители: Расход","Газ: Расход газа","Газ: Удельный расход газа  (2850)","Газ: Удельный расход газа (обрезная)","Пар: Расход пара","Пар: Удельный расход пара (2850)","Пар: Удельный расход пара (обрезная)","Вода: Расход свежей воды на БДМ","Вода"
"33","42378","0.4375","4","Ракитин А. Н.","Швачка И. П.","Ханин А. А.","Гурьев М. С.","БОТ","16","прс","18",NA,"80","2750",NA,"1710","1402.2","3.8364191999999999","3.7018080000000002","1115","1005","0.95799999999999996","1638.1799999999998","11.3","380",NA,"25","25","6.1","4.0999999999999996","-27","-32","-32",NA,-91,"0","50","50","105","100","3","20","1950","1570","380","0.19487179487179487","75","75","4.4000000000000004","400","750","44","355","70",NA,NA,"4700","30","29","1","97.4","640","160","1642","149","44","462","1700","203","459","1700","190","1500","485","0.92100000000000004","0.82051282051282048","0.52885054255804709","0.47114945744195291","2.9","3","30","1.8","BioTac B5","50",15.6,"5779.8","7.8","50","1.3495276653171389","BioRelease 80","52","52",109,5779.8,56.68,"9.8065677013045427",NA,NA,NA,"-91.259999999999991",NA,NA,NA,"480","490","500","510","2","3","0.5","0.5","11","3","5","TENSIDEF 740","280","72.984724922657051","75.638714919844574",NA,NA,NA,NA,"45","Organopol 6425","5.4","25",NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"393","102.4392746235865","106.16433915535328","4.7","1.2251007397731719","1.2696498575831052","380",NA
"34","42378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"35","42378","5.559027777777778E-2","3","Жигалов А. Н.","Воробьев С. А.","Шаров И. А.","Самарин П. М.","БОТ","16","ПРС","18",NA,"80","2750",NA,"1750","1435","3.9261599999999999","3.7884000000000002","1145","1005","0.96","1680","11","391",NA,"25","25","6","3.9","-28","-32","-32",NA,-92,"1","50","50","100","100","3","20","2117","1600","517","0.24421350968351441","73","75","4.5","479","832","36","355","53",NA,NA,"4419","30","29","1","97.4","640","195","1644","148","40","470","1500","218","465","1650","194","1500","522","0.93500000000000005","0.82051282051282048","0.53260790184765938","0.46739209815234056","2.9","3","30","1.8","BioTac B5","51",15.6,"5915","7.9560000000000004","51","1.3450549450549452","BioRelease 80","59","59",109,5915,64.31,"10.872358410819949",NA,NA,NA,"-94.64",NA,NA,NA,"528","490","500","510","2","3","0.5","0.5","11","3","4","TENSIDEF 740","280","71.316502638710602","73.90983000739098",NA,NA,NA,NA,"50","Organopol 6425","5.5",NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"412","104.93713959695988","108.75303558230387","4.75","1.2098335269066978","1.2538274733396684","380",NA
"36","42378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"37","42379","0.54166666666666696","1","Коротков А. Г.","Гришечкин В. А.","Кандин Д. Н.","Сякин Е.В","БОТ","16","ПРС","18",NA,"80","2750",NA,"1750","1435","3.9261599999999999","3.7884000000000002","1146","1005","0.96","1680","11","391",NA,"25","25","6","4","-28","-33","-32",NA,-93,"1","50","50","100","100","3","20","2086","1583","503","0.24113135186960691","73","75","4.5","410","1020","30","355","53",NA,NA,"4762","30","29","1","97.2","640","194","1650","147","39.5","470","1500","215","462","1650","198","1500","517","0.93200000000000005","0.82051282051282048","0.53180780710481657","0.46819219289518343","2.9","3","30","1.8","BioTac B5","51",15.6,"5915","7.8","50","1.3186813186813187","BioRelease 80","62","66",109,5915,71.94,"12.162299239222316",NA,NA,NA,"-94.64",NA,NA,NA,"528","490","500","510","2","3","0.5","0.5","11","3","4","TENSIDEF 740","280","71.316502638710602","73.90983000739098",NA,NA,NA,NA,"40","Organopol 6425","5.5","25",NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"413","105.19184139209814","109.0169992609017",NA,"0","0",NA,NA
"38","42379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"39","42379","0.91666666666666696","4","Ракитин А. Н.","Швачка И. П.","Ханин А. А.","Гурьев М. С.","БОТ","16","прс","17.5",NA,"80","2750",NA,"1750","1443.75","3.9500999999999999","3.8115000000000001","1148","1005","0.96","1680","11.3","395",NA,"25","25","6.3","4.4000000000000004","-28","-33","-33",NA,-94,"1","50","50","100","100","3","20","2080","1590","490","0.23557692307692307","73","75","4.5","410","1020","30","355","53",NA,NA,"4750","30","29","1.5","97.2","640","160","1645","148","40","470","1500","214","461","1650","200","1500","510","0.93100000000000005","0.82051282051282048","0.53154049978772933","0.46845950021227067","2.9","3","30","1.8","BioTac B5","49",15.6,"5915","7.6440000000000001","49","1.2923076923076924","BioRelease 80","59","59",109,5915,64.31,"10.872358410819949",NA,NA,NA,"-94.64",NA,NA,NA,"544","490","500","510","2","3","0.5","0.4","11","3","4","TENSIDEF 740","280","70.884281410597197","73.461891643709819",NA,NA,NA,NA,"40","Organopol 6425","5.3","25",NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"414","104.80747322852586","108.61865407319952","4.7","1.189843295106453","1.233110324019415","390",NA
"40","42379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"41","42380","0.73584490740740749","2","Чумак С. В.","Городков А. Н.","Захаров В. В.","Свитков А. А.","БОТ","17","СН","17.5",NA,"80","2700",NA,"1750","1443.75","4.1969812500000003","3.9760875000000002","1140","1005","0.96399999999999997","1687","10.6","394",NA,"25","25","6","4","-28","-32","-32",NA,-92,"1","50","50","105","100","4.5","20","2150","1730","420","0.19534883720930232","76","75","4.4000000000000004","444","1200","27","355","65",NA,NA,"4340","30","29","1","97.2","580","190","1641","144","41.4","500","1500","230","495","1630","219","1500","595","0.995","0.74358974358974361","0.57230292751272027","0.42769707248727967","2.8","3","30","1.8","BioTac B5","45",15.6,"5915","7.02","45","1.1868131868131868","BioRelease 80","53","54",109,5915,58.86,"9.9509721048182591",NA,NA,NA,"-94.64",NA,NA,NA,"550","566","580","606","2","3","5","60","11","2","2.5","TENSIDEF 740","280","66.714617798209119","70.420985453665182",NA,NA,NA,NA,"50","Organopol 6425","5.4","25",NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"449","106.98165496927106","112.92508024534168","4.4000000000000004","1.0483725654004292","1.1066154857004531","351",NA
"42","42380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"43","42380","1.0833333333333299","1","Коротков А. Г.","Гришечкин В. А.","Кандин Д. Н.","Сякин Е.В","БОТ","17","СН","18",NA,"80","2720",NA,"1750","1435","4.1715450000000001","3.9812639999999999","1138","1005","0.96299999999999997","1685.25","10.6","394",NA,"25","25","6.1","3.8","-28","-33","-32",NA,-93,"1","50","50","105","100","3.5","20","1715","1717","-2","-1.1661807580174927E-3","72.900000000000006","80","4.4000000000000004","440","1050","30","355","65",NA,NA,"4491","30","30","1","97","570","189","1645","143","41.2","500","1500","232","495","1630","219","1500","581","0.995","0.73076923076923073","0.57655449075105858","0.42344550924894137","2.8","3","30","1.8","BioTac B5","44",15.6,"5915","6.8639999999999999","44","1.1604395604395605","BioRelease 80","53","54",109,5915,58.86,"9.9509721048182591",NA,NA,NA,"-94.64",NA,NA,NA,"550","566","580","606","2","3","5","60","11","2","2.5","TENSIDEF 740","280","67.121414248198207","70.329423017413561",NA,NA,NA,NA,"50","Organopol 6425","5.4","25",NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"451","108.11342080691925","113.28060636019114",NA,"0","0",NA,NA
"44","42380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"45","42381",NA,"2","Чумак С. В.","Городков А. Н.","Захаров В. В.","Свитков А. А.","БОТ","17","СН","16.5",NA,"80","2700",NA,"1750","1461.25","4.24785375","4.0242825",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5915",NA,NA,NA,NA,NA,NA,109,5915,0,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,"0","0",NA,NA
"46","42381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"47","42381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"48","42381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"49","42382","0.45833333333333298","4","Ракитин А. Н.","Швачка И. П.","Ханин А. А.","Гурьев М. С.","БОТ","17","сн","16.5",NA,"80","2700",NA,"1750","1461.25","4.24785375","4.0242825","1135","1005","0.96799999999999997","1694","10.4","398",NA,"25","25","6.4","3.8","-29","-33","-34",NA,-96,"1","50","50","105","105","3.6","20","1993","1718","275","0.13798294029101857","74","80","4.5","512","1000","30","355","60","141",NA,"4432","30","30","1","97","560","160","1631","141","46.3","492","1500","233","485","1630","217","1500","623","0.97699999999999998","0.71794871794871795","0.57641861942725747","0.42358138057274253","2.9","3","30","1.8","BioTac B5","38",15.6,"5915","5.9279999999999999","38","1.0021978021978022","BioRelease 80","50","50",109,5915,54.5,"9.2138630600169051",NA,NA,NA,"-98.02",NA,NA,NA,"550","566","580","606","2","3","5","60","11","2","2.5","TENSIDEF 740","280","65.915640339547949","69.577620358411721",NA,NA,NA,NA,"50","Organopol 6425","5.8","25",NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"450","105.93585054570205","111.82117557601883","4.71","1.1087952357116815","1.1703949710289971",NA,NA
"50","42382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"51","42382","3.4398148148148143E-2","3","Плетнев Е. В.","Воробьев С. А.","Шаров И. А.","Самарин П. М.","БОТ","17","СН","16.5",NA,"80","2700",NA,"1750","1461.25","4.24785375","4.0242825","1144","1005","0.97","1697.5","10.4","399",NA,"25","25","6.7","4.0999999999999996","-29","-34","-34",NA,-97,"1","50","50","105","105","3.5","20","1924","1668","256","0.13305613305613306","73","80","4.5","368","1144","28","355","58","147",NA,"4109","30","30","1","97","580","160","1637","142","43.9","495","1500","230","490","1630","218","1500","617","0.98499999999999999","0.74358974358974361","0.56982867314395913","0.43017132685604098","2.9","3","30","1.8","BioTac B5","38",15.6,"5915","5.9279999999999999","38","1.0021978021978022","BioRelease 80","50","50",109,5915,54.5,"9.2138630600169051",NA,NA,NA,"-98.02",NA,NA,NA,"550","550","580","590","2","3","5","60","11","2","2.5",NA,"900","211.87170109140411","223.64235115203766",NA,NA,NA,NA,"40","Organopol 6425","5.7","25",NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"448","105.46502454327671","111.32419257345875","4.57","1.0758374155419075","1.1356061608497914","395",NA
"52","42382","0.19976851851851851","3","Плетнев Е. В.","Воробьев С. А.","Шаров И. А.","Самарин П. М.","БОТ","17","СН","16.8",NA,"80","2700",NA,"1750","1456","4.2325920000000004","4.0098240000000001","1154","1005","0.97","1697.5","10.7","399",NA,"25","25","6.7","4.2","-29","-33","-34",NA,-96,"-1.0416666666666666E-2","50","50","105","105","3.5","20","1926","1671","255","0.13239875389408098","73","80","4.5","572","931","45","355","60","147",NA,"4552","30","30","1","97","570","160","1645","142","44.3","495","1500","229","490","1630","214","1500","613","0.98499999999999999","0.73076923076923073","0.57408652768437574","0.42591347231562426","2.9","3","30","1.8","BioTac B5","42",15.6,"5915","6.5519999999999996","42","1.1076923076923075","BioRelease 80","50","50",109,5915,54.5,"9.2138630600169051",NA,NA,NA,"-98.02",NA,NA,NA,"550","550","580","590","2","3","5","60","11","2","2.5",NA,"900","212.63566155207019","224.44875386051856",NA,NA,NA,NA,"40","Organopol 6425","5.8","25",NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"443","104.66399785285233","110.47866440023303","4.51","1.0655409262220406","1.1247376443454875","338",NA
"53","42383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"54","42383","0.69791666666666696",NA,"Коротков А. Г.","Гришечкин В. А.","Кандин Д. Н.","Сякин Е.В","БОС","17","прс","11.5",NA,"80","2620",NA,"1550","1371.75","3.98767725","3.6658647000000002","1028","1005","0.98399999999999999","1525.2","10.4","323",NA,"25","25","6.6","4.4000000000000004","-28","-33","-32",NA,-93,"1","50","50","105","105","3","20","2000",NA,"2000","1","71.7","80","4.5","440","1050","30","355","62","141",NA,"4549","30","41","1","97","550","205","1634","141","46.2","440","1500","200","435","1630","183","1500","450","0.875","0.70512820512820518","0.55375253549695735","0.44624746450304259","2.9","3","25","1.8","BioTac B5","37",15.6,"5239","5.7719999999999994","37","1.1017369727047146","BioRelease 80","46","47",109,5239,51.23,"9.778583699179233",NA,NA,NA,"-94.64",NA,NA,NA,"550","550","580","590","2","3","5","60","11","2","2.5",NA,"900","225.69529667928867","245.50824257098193",NA,NA,NA,NA,"45","Organopol 6425","5.8","25",NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"383","96.04588736463063","104.47739656076232",NA,"0","0",NA,NA
"55","42383","1.03125","4","Ракитин А. Н.","Швачка И. П.","Ханин А. А.","Гурьев М. С.","БОПвл","21","сн","12",NA,"80","2700",NA,"1360","1196.8","4.2977087999999997","4.0715136000000003","898","1005","0.98499999999999999","1339.6","10.5","249",NA,"25","25","6.5","4.4000000000000004","-28","-32","-32",NA,-92,"-1.0869565217391304E-2","50","50","105","105","3.5","20","1710","1710","0","0","75","80","4.5","980","930","60","300","55",NA,NA,"4700","30","45","1","97","550","160","1635","141","48","441","1500","205","432","1620","179","1500","467","0.873","0.70512820512820518","0.55318699530440152","0.44681300469559854","2.9","3","30","1.8","BioTac B5","29",15.6,"4596.8","4.524","29","0.98416289592760187","BioRelease 80","44","44",109,4596.8,47.96,"10.433344935607378",NA,NA,NA,"-94.64",NA,NA,NA,"480","550","550","550","2","3","5","60","11","2","2",NA,"900","209.41390910431159","221.04801516566221",NA,NA,NA,NA,"40","Fennopol 7675","3.67"," Fennofiх50 540 мл/ч","Kymene 920","138","32.110132729327781","33.894028992068208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"384","89.34993455117295","94.313819804015878","4.7","1.0936059697669607","1.1543618569762359","395",NA
