city;moscow_time;visits;uniqs;new_uniqs
Москва;23.01.2015 4:42;4;4;3
Москва;23.01.2015 4:43;3;3;2
Москва;23.01.2015 4:44;9;9;3
Москва;23.01.2015 4:45;4;4;2
Москва;23.01.2015 4:46;6;6;4
Москва;23.01.2015 4:47;6;6;3
Москва;23.01.2015 4:48;6;6;3
Москва;23.01.2015 4:49;7;7;3
Москва;23.01.2015 4:50;6;6;3
Москва;23.01.2015 4:51;15;15;6
Москва;23.01.2015 4:52;9;9;6
Москва;23.01.2015 4:53;9;9;6
Москва;23.01.2015 4:54;9;9;5
Москва;23.01.2015 4:55;9;9;5
Москва;23.01.2015 4:56;6;6;4
Москва;23.01.2015 4:57;7;7;5
Москва;23.01.2015 4:58;7;7;5
Москва;23.01.2015 4:59;10;10;7
Москва;23.01.2015 5:00;4;4;2
Москва;23.01.2015 5:01;4;4;3
Москва;23.01.2015 5:02;6;6;3
Москва;23.01.2015 5:03;3;3;2
Москва;23.01.2015 5:04;13;13;8
Москва;23.01.2015 5:05;10;10;6
Москва;23.01.2015 5:06;7;7;4
Москва;23.01.2015 5:07;7;7;5
Москва;23.01.2015 5:08;6;6;3
Москва;23.01.2015 5:09;4;4;2
Москва;23.01.2015 5:10;12;12;8
Москва;23.01.2015 5:11;9;9;4
Москва;23.01.2015 5:12;10;10;4
Москва;23.01.2015 5:13;10;10;6
Москва;23.01.2015 5:14;3;3;2
Москва;23.01.2015 5:15;9;9;4
Москва;23.01.2015 5:16;9;9;6
Москва;23.01.2015 5:18;9;9;3
Москва;23.01.2015 5:19;12;12;8
Москва;23.01.2015 5:20;3;3;2
Москва;23.01.2015 5:21;10;10;4
Москва;23.01.2015 5:23;6;6;3
Москва;23.01.2015 5:24;7;7;3
Москва;23.01.2015 5:25;15;15;5
Москва;23.01.2015 5:26;7;7;4
Москва;23.01.2015 5:27;9;9;4
Москва;23.01.2015 5:28;3;3;2
Москва;23.01.2015 5:29;10;10;7
Москва;23.01.2015 5:30;7;7;3
Москва;23.01.2015 5:31;6;6;3
Москва;23.01.2015 5:32;10;10;6
Москва;23.01.2015 5:33;4;4;2
Москва;23.01.2015 5:34;7;7;4
Москва;23.01.2015 5:36;6;6;1
Москва;23.01.2015 5:37;6;6;3
Москва;23.01.2015 5:38;3;3;1
Москва;23.01.2015 5:39;4;4;3
Москва;23.01.2015 5:40;6;6;4
Москва;23.01.2015 5:41;3;3;2
Москва;23.01.2015 5:42;7;7;4
Москва;23.01.2015 5:43;4;4;3
Москва;23.01.2015 5:44;7;7;5
Москва;23.01.2015 5:45;9;9;4
Москва;23.01.2015 5:47;9;9;5
Москва;23.01.2015 5:48;7;7;3
Москва;23.01.2015 5:49;6;6;3
Москва;23.01.2015 5:50;7;7;4
Москва;23.01.2015 5:51;3;3;1
Москва;23.01.2015 5:53;10;10;4
Москва;23.01.2015 5:54;7;7;3
Москва;23.01.2015 5:55;12;12;5
Москва;23.01.2015 5:56;9;9;5
Москва;23.01.2015 5:57;6;6;3
Москва;23.01.2015 5:58;10;10;5
Москва;23.01.2015 5:59;4;4;2
Москва;23.01.2015 6:00;3;3;1
Москва;23.01.2015 6:01;9;9;5
Москва;23.01.2015 6:02;10;10;6
Москва;23.01.2015 6:03;9;9;3
Москва;23.01.2015 6:04;9;9;5
Москва;23.01.2015 6:05;6;6;3
Москва;23.01.2015 6:06;10;10;4
Москва;23.01.2015 6:07;3;3;1
Москва;23.01.2015 6:08;6;6;2
Москва;23.01.2015 6:09;3;3;1
Москва;23.01.2015 6:10;10;10;5
Москва;23.01.2015 6:11;6;6;2
Москва;23.01.2015 6:12;12;12;5
Москва;23.01.2015 6:13;10;10;7
Москва;23.01.2015 6:14;9;9;6
Москва;23.01.2015 6:15;10;10;4
Москва;23.01.2015 6:16;7;7;4
Москва;23.01.2015 6:17;4;4;3
Москва;23.01.2015 6:18;9;9;4
Москва;23.01.2015 6:19;10;10;6
Москва;23.01.2015 6:20;7;7;3
Москва;23.01.2015 6:21;7;7;3
Москва;23.01.2015 6:22;12;12;6
Москва;23.01.2015 6:23;9;9;3
Москва;23.01.2015 6:24;7;7;4
Москва;23.01.2015 6:25;9;9;4
Москва;23.01.2015 6:26;9;9;6
Москва;23.01.2015 6:27;6;6;3
Москва;23.01.2015 6:28;12;12;4
Москва;23.01.2015 6:29;7;7;4
Москва;23.01.2015 6:30;12;12;4
Москва;23.01.2015 6:31;20;20;12
Москва;23.01.2015 6:32;12;12;5
Москва;23.01.2015 6:33;15;15;6
Москва;23.01.2015 6:34;9;9;4
Москва;23.01.2015 6:35;12;12;5
Москва;23.01.2015 6:36;17;17;8
Москва;23.01.2015 6:37;18;18;10
Москва;23.01.2015 6:38;7;7;3
Москва;23.01.2015 6:39;7;7;3
Москва;23.01.2015 6:40;10;10;4
Москва;23.01.2015 6:41;12;12;6
Москва;23.01.2015 6:42;17;17;9
Москва;23.01.2015 6:43;7;7;4
Москва;23.01.2015 6:44;6;6;2
Москва;23.01.2015 6:45;10;10;6
Москва;23.01.2015 6:46;13;13;4
Москва;23.01.2015 6:47;6;6;3
Москва;23.01.2015 6:48;18;18;9
Москва;23.01.2015 6:49;13;13;3
Москва;23.01.2015 6:50;13;13;5
Москва;23.01.2015 6:51;13;13;7
Москва;23.01.2015 6:52;20;20;9
Москва;23.01.2015 6:53;13;13;4
Москва;23.01.2015 6:54;10;10;5
Москва;23.01.2015 6:55;3;3;1
Москва;23.01.2015 6:56;6;6;2
Москва;23.01.2015 6:57;20;20;9
Москва;23.01.2015 6:58;15;15;5
Москва;23.01.2015 6:59;4;4;3
Москва;23.01.2015 7:00;15;15;6
Москва;23.01.2015 7:01;10;10;6
Москва;23.01.2015 7:02;9;9;4
Москва;23.01.2015 7:03;7;7;3
Москва;23.01.2015 7:04;13;13;7
Москва;23.01.2015 7:05;15;15;6
Москва;23.01.2015 7:06;12;12;5
Москва;23.01.2015 7:07;10;10;2
Москва;23.01.2015 7:08;18;18;8
Москва;23.01.2015 7:09;15;15;5
Москва;23.01.2015 7:10;17;17;5
Москва;23.01.2015 7:11;20;20;7
Москва;23.01.2015 7:12;18;18;8
Москва;23.01.2015 7:13;20;20;10
Москва;23.01.2015 7:14;9;9;2
Москва;23.01.2015 7:15;4;4;2
Москва;23.01.2015 7:16;12;12;5
Москва;23.01.2015 7:17;17;17;8
Москва;23.01.2015 7:18;17;17;7
Москва;23.01.2015 7:19;17;17;5
Москва;23.01.2015 7:20;12;12;4
Москва;23.01.2015 7:21;7;7;2
Москва;23.01.2015 7:22;13;13;6
Москва;23.01.2015 7:23;15;15;6
Москва;23.01.2015 7:24;7;7;3
Москва;23.01.2015 7:25;17;17;8
Москва;23.01.2015 7:26;20;20;6
Москва;23.01.2015 7:27;12;12;5
Москва;23.01.2015 7:28;17;17;8
Москва;23.01.2015 7:29;12;12;8
Москва;23.01.2015 7:30;17;17;5
Москва;23.01.2015 7:31;12;12;6
Москва;23.01.2015 7:32;18;18;9
Москва;23.01.2015 7:33;6;6;3
Москва;23.01.2015 7:34;21;21;9
Москва;23.01.2015 7:35;18;18;10
Москва;23.01.2015 7:36;15;15;5
Москва;23.01.2015 7:37;21;21;9
Москва;23.01.2015 7:38;12;12;6
Москва;23.01.2015 7:39;15;15;8
Москва;23.01.2015 7:40;18;18;8
Москва;23.01.2015 7:41;15;15;6
Москва;23.01.2015 7:42;20;20;7
Москва;23.01.2015 7:43;6;6;1
Москва;23.01.2015 7:44;12;10;4
Москва;23.01.2015 7:45;17;17;8
Москва;23.01.2015 7:46;15;15;4
Москва;23.01.2015 7:47;7;7;3
Москва;23.01.2015 7:48;13;13;4
Москва;23.01.2015 7:49;12;12;4
Москва;23.01.2015 7:50;17;17;4
Москва;23.01.2015 7:51;24;24;9
Москва;23.01.2015 7:52;20;20;8
Москва;23.01.2015 7:53;21;21;8
Москва;23.01.2015 7:54;20;20;6
Москва;23.01.2015 7:55;15;15;6
Москва;23.01.2015 7:56;12;12;5
Москва;23.01.2015 7:57;18;18;7
Москва;23.01.2015 7:58;18;18;6
Москва;23.01.2015 7:59;18;18;6
Москва;23.01.2015 8:00;21;21;3
Москва;23.01.2015 8:01;9;9;5
Москва;23.01.2015 8:02;10;10;4
Москва;23.01.2015 8:03;24;24;12
Москва;23.01.2015 8:04;13;13;4
Москва;23.01.2015 8:05;20;20;6
Москва;23.01.2015 8:06;18;18;8
Москва;23.01.2015 8:07;15;15;8
Москва;23.01.2015 8:08;17;17;5
Москва;23.01.2015 8:09;17;17;6
Москва;23.01.2015 8:10;10;10;3
Москва;23.01.2015 8:11;21;21;10
Москва;23.01.2015 8:12;10;10;4
Москва;23.01.2015 8:13;17;17;6
Москва;23.01.2015 8:14;18;18;5
Москва;23.01.2015 8:15;18;18;6
Москва;23.01.2015 8:16;18;18;7
Москва;23.01.2015 8:17;23;23;9
Москва;23.01.2015 8:18;9;9;2
Москва;23.01.2015 8:19;24;24;12
Москва;23.01.2015 8:20;20;20;6
Москва;23.01.2015 8:21;18;18;8
Москва;23.01.2015 8:22;10;10;3
Москва;23.01.2015 8:23;15;15;5
Москва;23.01.2015 8:24;24;24;9
Москва;23.01.2015 8:25;18;18;6
Москва;23.01.2015 8:26;21;21;7
Москва;23.01.2015 8:27;29;29;7
Москва;23.01.2015 8:28;21;21;7
Москва;23.01.2015 8:29;18;18;8
Москва;23.01.2015 8:30;17;17;4
Москва;23.01.2015 8:31;30;30;8
Москва;23.01.2015 8:32;15;15;4
Москва;23.01.2015 8:33;26;26;6
Москва;23.01.2015 8:34;17;17;8
Москва;23.01.2015 8:35;21;21;9
Москва;23.01.2015 8:36;13;13;5
Москва;23.01.2015 8:37;10;10;4
Москва;23.01.2015 8:38;10;10;5
Москва;23.01.2015 8:39;17;17;5
Москва;23.01.2015 8:40;20;20;7
Москва;23.01.2015 8:41;18;18;6
Москва;23.01.2015 8:42;13;13;4
Москва;23.01.2015 8:43;13;13;5
Москва;23.01.2015 8:44;12;12;1
Москва;23.01.2015 8:45;21;21;9
Москва;23.01.2015 8:46;17;17;7
Москва;23.01.2015 8:47;20;20;6
Москва;23.01.2015 8:48;20;20;7
Москва;23.01.2015 8:49;18;18;9
Москва;23.01.2015 8:50;30;30;8
Москва;23.01.2015 8:51;37;37;16
Москва;23.01.2015 8:52;17;17;5
Москва;23.01.2015 8:53;21;21;9
Москва;23.01.2015 8:54;15;15;5
Москва;23.01.2015 8:55;17;17;7
Москва;23.01.2015 8:56;15;15;7
Москва;23.01.2015 8:57;24;24;9
Москва;23.01.2015 8:58;20;20;8
Москва;23.01.2015 8:59;20;20;6
Москва;23.01.2015 9:00;34;34;9
Москва;23.01.2015 9:01;21;21;5
Москва;23.01.2015 9:02;26;26;8
Москва;23.01.2015 9:03;13;13;3
Москва;23.01.2015 9:04;21;21;6
Москва;23.01.2015 9:05;20;20;7
Москва;23.01.2015 9:06;17;17;5
Москва;23.01.2015 9:07;17;17;4
Москва;23.01.2015 9:08;21;21;10
Москва;23.01.2015 9:09;13;13;4
Москва;23.01.2015 9:10;27;27;9
Москва;23.01.2015 9:11;23;23;9
Москва;23.01.2015 9:12;18;18;8
Москва;23.01.2015 9:13;27;27;6
Москва;23.01.2015 9:14;21;21;8
Москва;23.01.2015 9:15;12;12;1
Москва;23.01.2015 9:16;30;30;14
Москва;23.01.2015 9:17;24;24;10
Москва;23.01.2015 9:18;27;27;7
Москва;23.01.2015 9:19;7;7;4
Москва;23.01.2015 9:20;26;26;13
Москва;23.01.2015 9:21;15;15;5
Москва;23.01.2015 9:22;26;26;8
Москва;23.01.2015 9:23;23;23;10
Москва;23.01.2015 9:24;26;26;8
Москва;23.01.2015 9:25;32;32;7
Москва;23.01.2015 9:26;37;37;11
Москва;23.01.2015 9:27;17;17;5
Москва;23.01.2015 9:28;23;23;5
Москва;23.01.2015 9:29;32;32;13
Москва;23.01.2015 9:30;18;18;7
Москва;23.01.2015 9:31;17;17;4
Москва;23.01.2015 9:32;17;17;5
Москва;23.01.2015 9:33;20;20;9
Москва;23.01.2015 9:34;21;21;8
Москва;23.01.2015 9:35;32;32;9
Москва;23.01.2015 9:36;24;24;12
Москва;23.01.2015 9:37;30;30;12
Москва;23.01.2015 9:38;24;24;7
Москва;23.01.2015 9:39;23;23;11
Москва;23.01.2015 9:40;35;35;6
Москва;23.01.2015 9:41;21;21;7
Москва;23.01.2015 9:42;26;26;6
Москва;23.01.2015 9:43;23;23;3
Москва;23.01.2015 9:44;26;26;7
Москва;23.01.2015 9:45;21;21;9
Москва;23.01.2015 9:46;29;29;10
Москва;23.01.2015 9:47;24;24;9
Москва;23.01.2015 9:48;21;21;7
Москва;23.01.2015 9:49;29;29;14
Москва;23.01.2015 9:50;15;15;5
Москва;23.01.2015 9:51;18;18;6
Москва;23.01.2015 9:52;13;13;3
Москва;23.01.2015 9:53;24;24;8
Москва;23.01.2015 9:54;29;29;13
Москва;23.01.2015 9:55;18;18;11
Москва;23.01.2015 9:56;21;21;8
Москва;23.01.2015 9:57;15;15;5
Москва;23.01.2015 9:58;24;24;8
Москва;23.01.2015 9:59;21;21;9
Москва;23.01.2015 10:00;30;30;9
Москва;23.01.2015 10:01;29;29;10
Москва;23.01.2015 10:02;15;15;6
Москва;23.01.2015 10:03;24;24;11
Москва;23.01.2015 10:04;15;15;6
Москва;23.01.2015 10:05;21;21;6
Москва;23.01.2015 10:06;32;32;14
Москва;23.01.2015 10:07;23;23;11
Москва;23.01.2015 10:08;24;24;11
Москва;23.01.2015 10:09;30;30;7
Москва;23.01.2015 10:10;29;29;8
Москва;23.01.2015 10:11;32;32;16
Москва;23.01.2015 10:12;34;34;12
Москва;23.01.2015 10:13;43;43;11
Москва;23.01.2015 10:14;18;18;6
Москва;23.01.2015 10:15;34;34;8
Москва;23.01.2015 10:16;30;30;13
Москва;23.01.2015 10:17;26;26;9
Москва;23.01.2015 10:18;27;27;9
Москва;23.01.2015 10:19;23;23;4
Москва;23.01.2015 10:20;27;27;6
Москва;23.01.2015 10:21;32;32;17
Москва;23.01.2015 10:22;20;20;7
Москва;23.01.2015 10:23;13;13;4
Москва;23.01.2015 10:24;26;26;10
Москва;23.01.2015 10:25;20;20;8
Москва;23.01.2015 10:26;29;29;9
Москва;23.01.2015 10:27;27;27;13
Москва;23.01.2015 10:28;23;23;9
Москва;23.01.2015 10:29;15;15;7
Москва;23.01.2015 10:30;30;30;6
Москва;23.01.2015 10:31;34;34;13
Москва;23.01.2015 10:32;21;21;4
Москва;23.01.2015 10:33;26;26;14
Москва;23.01.2015 10:34;23;23;10
Москва;23.01.2015 10:35;26;26;9
Москва;23.01.2015 10:36;32;32;7
Москва;23.01.2015 10:37;24;24;8
Москва;23.01.2015 10:38;30;30;12
Москва;23.01.2015 10:39;23;23;8
Москва;23.01.2015 10:40;18;18;10
Москва;23.01.2015 10:41;20;20;8
Москва;23.01.2015 10:42;32;32;11
Москва;23.01.2015 10:43;38;38;16
Москва;23.01.2015 10:44;34;34;6
Москва;23.01.2015 10:45;26;26;10
Москва;23.01.2015 10:46;26;26;7
Москва;23.01.2015 10:47;29;29;9
Москва;23.01.2015 10:48;23;23;7
Москва;23.01.2015 10:49;23;23;5
Москва;23.01.2015 10:50;27;27;9
Москва;23.01.2015 10:51;30;30;10
Москва;23.01.2015 10:52;40;40;18
Москва;23.01.2015 10:53;26;26;11
Москва;23.01.2015 10:54;21;21;10
Москва;23.01.2015 10:55;30;30;13
Москва;23.01.2015 10:56;35;35;18
Москва;23.01.2015 10:57;18;18;5
Москва;23.01.2015 10:58;20;20;10
Москва;23.01.2015 10:59;34;34;14
Москва;23.01.2015 11:00;27;27;10
Москва;23.01.2015 11:01;26;26;11
Москва;23.01.2015 11:02;20;20;10
Москва;23.01.2015 11:03;24;24;4
Москва;23.01.2015 11:04;23;23;11
Москва;23.01.2015 11:05;26;26;12
Москва;23.01.2015 11:06;24;24;11
Москва;23.01.2015 11:07;18;18;7
Москва;23.01.2015 11:08;29;29;13
Москва;23.01.2015 11:09;27;27;9
Москва;23.01.2015 11:10;32;32;12
Москва;23.01.2015 11:11;21;21;7
Москва;23.01.2015 11:12;30;30;11
Москва;23.01.2015 11:13;21;21;8
Москва;23.01.2015 11:14;27;27;8
Москва;23.01.2015 11:15;24;24;7
Москва;23.01.2015 11:16;30;30;7
Москва;23.01.2015 11:17;27;27;13
Москва;23.01.2015 11:18;29;29;12
Москва;23.01.2015 11:19;10;10;3
Москва;23.01.2015 11:20;20;20;9
Москва;23.01.2015 11:21;35;35;13
Москва;23.01.2015 11:22;26;26;10
Москва;23.01.2015 11:23;15;15;6
Москва;23.01.2015 11:24;27;27;13
Москва;23.01.2015 11:25;21;21;12
Москва;23.01.2015 11:26;27;27;14
Москва;23.01.2015 11:27;24;24;8
Москва;23.01.2015 11:28;21;21;7
Москва;23.01.2015 11:29;24;24;9
Москва;23.01.2015 11:30;26;26;7
Москва;23.01.2015 11:31;20;20;8
Москва;23.01.2015 11:32;30;30;13
Москва;23.01.2015 11:33;27;27;7
Москва;23.01.2015 11:34;29;29;15
Москва;23.01.2015 11:35;32;32;12
Москва;23.01.2015 11:36;23;23;7
Москва;23.01.2015 11:37;27;27;13
Москва;23.01.2015 11:38;26;26;11
Москва;23.01.2015 11:39;20;20;7
Москва;23.01.2015 11:40;38;38;14
Москва;23.01.2015 11:41;44;44;17
Москва;23.01.2015 11:42;24;24;11
Москва;23.01.2015 11:43;37;37;13
Москва;23.01.2015 11:44;30;30;10
Москва;23.01.2015 11:45;23;23;11
Москва;23.01.2015 11:46;29;29;10
Москва;23.01.2015 11:47;29;29;9
Москва;23.01.2015 11:48;18;18;8
Москва;23.01.2015 11:49;23;23;4
Москва;23.01.2015 11:50;32;32;15
Москва;23.01.2015 11:51;18;18;6
Москва;23.01.2015 11:52;29;29;11
Москва;23.01.2015 11:53;27;27;11
Москва;23.01.2015 11:54;26;26;11
Москва;23.01.2015 11:55;20;20;7
Москва;23.01.2015 11:56;23;23;7
Москва;23.01.2015 11:57;30;30;11
Москва;23.01.2015 11:58;17;17;6
Москва;23.01.2015 11:59;23;23;10
Москва;23.01.2015 12:00;20;20;6
Москва;23.01.2015 12:01;27;27;10
Москва;23.01.2015 12:02;24;24;9
Москва;23.01.2015 12:03;23;23;9
Москва;23.01.2015 12:04;21;21;11
Москва;23.01.2015 12:05;20;20;11
Москва;23.01.2015 12:06;29;29;11
Москва;23.01.2015 12:07;29;29;9
Москва;23.01.2015 12:08;24;24;10
Москва;23.01.2015 12:09;20;20;9
Москва;23.01.2015 12:10;23;23;8
Москва;23.01.2015 12:11;34;34;13
Москва;23.01.2015 12:12;37;37;18
Москва;23.01.2015 12:13;20;20;9
Москва;23.01.2015 12:14;30;30;10
Москва;23.01.2015 12:15;17;17;5
Москва;23.01.2015 12:16;30;30;12
Москва;23.01.2015 12:17;23;23;9
Москва;23.01.2015 12:18;24;24;10
Москва;23.01.2015 12:19;38;38;13
Москва;23.01.2015 12:20;35;35;15
Москва;23.01.2015 12:21;23;23;8
Москва;23.01.2015 12:22;32;32;13
Москва;23.01.2015 12:23;29;29;10
Москва;23.01.2015 12:24;27;27;8
Москва;23.01.2015 12:25;30;30;15
Москва;23.01.2015 12:26;20;20;11
Москва;23.01.2015 12:27;35;35;12
Москва;23.01.2015 12:28;35;35;14
Москва;23.01.2015 12:29;23;23;9
Москва;23.01.2015 12:30;17;17;6
Москва;23.01.2015 12:31;40;40;17
Москва;23.01.2015 12:32;29;29;14
Москва;23.01.2015 12:33;20;20;5
Москва;23.01.2015 12:34;21;21;6
Москва;23.01.2015 12:35;23;23;10
Москва;23.01.2015 12:36;32;32;16
Москва;23.01.2015 12:37;20;20;10
Москва;23.01.2015 12:38;34;34;16
Москва;23.01.2015 12:39;18;18;5
Москва;23.01.2015 12:40;18;18;8
Москва;23.01.2015 12:41;32;32;13
Москва;23.01.2015 12:42;30;30;14
Москва;23.01.2015 12:43;26;26;10
Москва;23.01.2015 12:44;21;21;9
Москва;23.01.2015 12:45;38;38;19
Москва;23.01.2015 12:46;29;29;9
Москва;23.01.2015 12:47;21;21;8
Москва;23.01.2015 12:48;17;17;5
Москва;23.01.2015 12:49;21;21;11
Москва;23.01.2015 12:50;27;27;9
Москва;23.01.2015 12:51;27;27;7
Москва;23.01.2015 12:52;27;27;10
Москва;23.01.2015 12:53;15;15;6
Москва;23.01.2015 12:54;29;29;8
Москва;23.01.2015 12:55;24;24;9
Москва;23.01.2015 12:56;20;20;6
Москва;23.01.2015 12:57;21;21;10
Москва;23.01.2015 12:58;24;24;7
Москва;23.01.2015 12:59;29;29;10
Москва;23.01.2015 13:00;24;24;9
Москва;23.01.2015 13:01;24;24;8
Москва;23.01.2015 13:02;18;18;8
Москва;23.01.2015 13:03;23;23;10
Москва;23.01.2015 13:04;20;20;7
Москва;23.01.2015 13:05;23;23;9
Москва;23.01.2015 13:06;37;37;13
Москва;23.01.2015 13:07;32;32;10
Москва;23.01.2015 13:08;15;15;8
Москва;23.01.2015 13:09;23;23;8
Москва;23.01.2015 13:10;21;21;8
Москва;23.01.2015 13:11;37;37;16
Москва;23.01.2015 13:12;18;18;7
Москва;23.01.2015 13:13;26;26;12
Москва;23.01.2015 13:14;15;15;4
Москва;23.01.2015 13:15;20;20;6
Москва;23.01.2015 13:16;27;27;8
Москва;23.01.2015 13:17;23;23;9
Москва;23.01.2015 13:18;24;24;9
Москва;23.01.2015 13:19;18;18;8
Москва;23.01.2015 13:20;20;20;8
Москва;23.01.2015 13:21;27;27;11
Москва;23.01.2015 13:22;40;40;14
Москва;23.01.2015 13:23;24;24;10
Москва;23.01.2015 13:24;23;23;8
Москва;23.01.2015 13:25;18;18;6
Москва;23.01.2015 13:26;20;20;6
Москва;23.01.2015 13:27;21;21;6
Москва;23.01.2015 13:28;26;26;11
Москва;23.01.2015 13:29;38;38;13
Москва;23.01.2015 13:30;23;23;7
Москва;23.01.2015 13:31;26;26;11
Москва;23.01.2015 13:32;34;34;8
Москва;23.01.2015 13:33;21;21;8
Москва;23.01.2015 13:34;23;23;10
Москва;23.01.2015 13:35;24;24;10
Москва;23.01.2015 13:36;24;24;5
Москва;23.01.2015 13:37;34;34;12
Москва;23.01.2015 13:38;32;32;14
Москва;23.01.2015 13:39;24;24;9
Москва;23.01.2015 13:40;15;15;5
Москва;23.01.2015 13:41;17;17;8
Москва;23.01.2015 13:42;30;30;10
Москва;23.01.2015 13:43;35;35;12
Москва;23.01.2015 13:44;26;26;12
Москва;23.01.2015 13:45;21;21;10
Москва;23.01.2015 13:46;29;29;13
Москва;23.01.2015 13:47;26;26;9
Москва;23.01.2015 13:48;35;35;9
Москва;23.01.2015 13:49;27;27;11
Москва;23.01.2015 13:50;27;27;11
Москва;23.01.2015 13:51;29;29;9
Москва;23.01.2015 13:52;29;29;16
Москва;23.01.2015 13:53;23;23;6
Москва;23.01.2015 13:54;34;34;15
Москва;23.01.2015 13:55;32;32;13
Москва;23.01.2015 13:56;15;15;6
Москва;23.01.2015 13:57;23;23;5
Москва;23.01.2015 13:58;18;18;7
Москва;23.01.2015 13:59;26;26;10
Москва;23.01.2015 14:00;34;34;11
Москва;23.01.2015 14:01;35;35;13
Москва;23.01.2015 14:02;21;21;7
Москва;23.01.2015 14:03;34;34;11
Москва;23.01.2015 14:04;27;27;12
Москва;23.01.2015 14:05;21;21;8
Москва;23.01.2015 14:06;30;30;12
Москва;23.01.2015 14:07;26;26;14
Москва;23.01.2015 14:08;34;34;10
Москва;23.01.2015 14:09;18;18;9
Москва;23.01.2015 14:10;21;21;7
Москва;23.01.2015 14:11;27;27;12
Москва;23.01.2015 14:12;21;21;9
Москва;23.01.2015 14:13;27;27;12
Москва;23.01.2015 14:14;32;32;11
Москва;23.01.2015 14:15;21;21;7
Москва;23.01.2015 14:16;41;41;17
Москва;23.01.2015 14:17;17;17;8
Москва;23.01.2015 14:18;21;21;5
Москва;23.01.2015 14:19;32;32;14
Москва;23.01.2015 14:20;21;21;6
Москва;23.01.2015 14:21;20;20;7
Москва;23.01.2015 14:22;23;23;8
Москва;23.01.2015 14:23;26;26;11
Москва;23.01.2015 14:24;24;24;9
Москва;23.01.2015 14:25;17;17;6
Москва;23.01.2015 14:26;20;20;11
Москва;23.01.2015 14:27;21;21;10
Москва;23.01.2015 14:28;34;34;8
Москва;23.01.2015 14:29;24;24;7
Москва;23.01.2015 14:30;29;29;12
Москва;23.01.2015 14:31;18;18;9
Москва;23.01.2015 14:32;41;41;18
Москва;23.01.2015 14:33;24;24;11
Москва;23.01.2015 14:34;30;30;9
Москва;23.01.2015 14:35;26;26;10
Москва;23.01.2015 14:36;15;15;6
Москва;23.01.2015 14:37;27;27;12
Москва;23.01.2015 14:38;24;24;7
Москва;23.01.2015 14:39;27;27;13
Москва;23.01.2015 14:40;34;34;16
Москва;23.01.2015 14:41;44;44;16
Москва;23.01.2015 14:42;21;21;8
Москва;23.01.2015 14:43;20;20;10
Москва;23.01.2015 14:44;24;24;12
Москва;23.01.2015 14:45;18;18;7
Москва;23.01.2015 14:46;32;32;12
Москва;23.01.2015 14:47;27;27;11
Москва;23.01.2015 14:48;20;20;5
Москва;23.01.2015 14:49;30;30;11
Москва;23.01.2015 14:50;24;24;12
Москва;23.01.2015 14:51;23;23;7
Москва;23.01.2015 14:52;27;27;13
Москва;23.01.2015 14:53;27;27;8
Москва;23.01.2015 14:54;26;26;9
Москва;23.01.2015 14:55;35;35;11
Москва;23.01.2015 14:56;24;24;9
Москва;23.01.2015 14:57;27;27;10
Москва;23.01.2015 14:58;24;24;11
Москва;23.01.2015 14:59;21;21;10
Москва;23.01.2015 15:00;27;27;12
Москва;23.01.2015 15:01;23;23;8
Москва;23.01.2015 15:02;37;37;12
Москва;23.01.2015 15:03;17;17;5
Москва;23.01.2015 15:04;27;27;9
Москва;23.01.2015 15:05;17;17;5
Москва;23.01.2015 15:06;30;30;14
Москва;23.01.2015 15:07;32;32;11
Москва;23.01.2015 15:08;26;26;12
Москва;23.01.2015 15:09;27;27;10
Москва;23.01.2015 15:10;27;27;9
Москва;23.01.2015 15:11;35;35;14
Москва;23.01.2015 15:12;29;29;10
Москва;23.01.2015 15:13;20;20;9
Москва;23.01.2015 15:14;30;30;10
Москва;23.01.2015 15:15;21;21;8
Москва;23.01.2015 15:16;20;20;8
Москва;23.01.2015 15:17;30;30;12
Москва;23.01.2015 15:18;17;17;5
Москва;23.01.2015 15:19;32;32;13
Москва;23.01.2015 15:20;27;27;9
Москва;23.01.2015 15:21;35;35;17
Москва;23.01.2015 15:22;35;35;14
Москва;23.01.2015 15:23;26;26;11
Москва;23.01.2015 15:24;27;27;12
Москва;23.01.2015 15:25;26;26;9
Москва;23.01.2015 15:26;26;26;11
Москва;23.01.2015 15:27;24;24;12
Москва;23.01.2015 15:28;21;21;10
Москва;23.01.2015 15:29;34;34;11
Москва;23.01.2015 15:30;20;20;10
Москва;23.01.2015 15:31;21;21;6
Москва;23.01.2015 15:32;32;32;14
Москва;23.01.2015 15:33;21;21;9
Москва;23.01.2015 15:34;24;24;5
Москва;23.01.2015 15:35;30;30;14
Москва;23.01.2015 15:36;38;38;16
Москва;23.01.2015 15:37;12;12;6
Москва;23.01.2015 15:38;30;30;15
Москва;23.01.2015 15:39;34;34;11
Москва;23.01.2015 15:40;29;29;11
Москва;23.01.2015 15:41;37;37;13
Москва;23.01.2015 15:42;26;26;9
Москва;23.01.2015 15:43;23;23;5
Москва;23.01.2015 15:44;26;26;8
Москва;23.01.2015 15:45;24;24;12
Москва;23.01.2015 15:46;30;30;11
Москва;23.01.2015 15:47;24;24;6
Москва;23.01.2015 15:48;23;23;10
Москва;23.01.2015 15:49;29;29;9
Москва;23.01.2015 15:50;18;18;6
Москва;23.01.2015 15:51;30;30;14
