city;local_date;local_time;tv_company;programm;genre;category;clip;clip_ID;place_in_block;selling;clip_duration;All 22-45 BC Reg. TVR;All 22-45 BC Reg. Stand. TVR;All 22-45 BC OTS;All 4+ Reg. TVR;All 4+ Reg. Stand. TVR;All 4+ OTS
Москва;23.01.2015;0:33:14;К10;П352;Ж3;КАТ21;Р1;141;5;Последний;10;0.6;0.2;25;1.64;0.55;228
Москва;23.01.2015;0:32:24;К10;П352;Ж3;КАТ21;Р2;145;1;Первый;10;0.6;0.2;25;1.69;0.56;235
Москва;23.01.2015;7:57:07;К1;П2;Ж1;КАТ16;Р1;141;8;Средний;10;0.45;0.15;18;0.31;0.1;44
Москва;23.01.2015;7:41:55;К1;П2;Ж1;КАТ16;Р5;143;2;Второй;10;0.17;0.06;7;0.31;0.1;43
Москва;23.01.2015;14:38:20;К1;П98;Ж1;КАТ16;Р2;145;1;Первый;10;0;0;0;0;0;0
Москва;23.01.2015;18:46:10;К1;П353;Ж1;КАТ16;Р3;144;3;Предпоследний;10;0;0;0;0;0;0
Москва;23.01.2015;20:07:07;К1;П141;Ж1;КАТ16;Р4;142;3;Средний;10;0.29;0.1;12;0.18;0.06;25
Москва;23.01.2015;22:13:39;К1;П36;Ж1;КАТ16;Р5;143;2;Второй;10;0;0;0;0;0;0
Москва;23.01.2015;9:27:44;К21;П194;Ж9;КАТ25;Р1;141;4;Средний;10;0;0;0;0.17;0.06;23
Москва;23.01.2015;9:02:01;К21;П194;Ж9;КАТ25;Р2;145;5;Средний;10;0.13;0.04;5;0.16;0.05;22
Москва;23.01.2015;13:52:00;К21;П8;Ж3;КАТ3;Р4;142;5;Средний;10;0.35;0.12;14;0.55;0.18;77
Москва;23.01.2015;13:40:01;К21;П8;Ж3;КАТ3;Р3;144;5;Средний;10;0.35;0.12;14;0.66;0.22;92
Москва;23.01.2015;13:10:37;К21;П8;Ж3;КАТ3;Р2;145;2;Второй;10;0.5;0.17;20;0.75;0.25;104
Москва;23.01.2015;16:34:07;К21;П354;Ж2;КАТ1;Р4;142;2;Второй;10;1.36;0.45;56;0.89;0.3;125
Москва;23.01.2015;23:54:44;К21;П355;Ж2;КАТ1;Р5;143;4;Средний;10;0.91;0.3;37;0.58;0.19;80
Москва;23.01.2015;0:53:58;К21;П355;Ж2;КАТ1;Р2;145;9;Предпоследний;10;0.27;0.08;11;0.38;0.11;52
Москва;23.01.2015;19:01:01;К21;П356;Ж2;КАТ6;Р3;144;6;Последний;10;1.08;0.36;45;1.25;0.42;175
Москва;23.01.2015;16:09:18;К28;П357;Ж3;КАТ3;Р4;142;2;Второй;10;1.49;0.5;62;1.22;0.41;170
Москва;23.01.2015;22:21:41;К26;П358;Ж2;КАТ1;Р4;142;6;Средний;10;3.95;1.32;163;2.89;0.96;404
Москва;23.01.2015;11:20:43;К18;П359;Ж2;КАТ12;Р4;142;1;Первый;10;1.5;0.5;62;1.21;0.4;168
Москва;23.01.2015;19:14:09;К18;П204;Ж1;КАТ42;Р1;141;2;Второй;10;1.98;0.66;82;1.83;0.61;255
Москва;23.01.2015;19:25:44;К18;П204;Ж1;КАТ42;Р3;144;11;Предпоследний;10;1.57;0.52;65;1.35;0.45;189
Москва;23.01.2015;12:48:55;К18;П235;Ж1;КАТ16;Р1;141;6;Предпоследний;10;1.44;0.48;59;1.5;0.5;209
Москва;23.01.2015;7:24:03;К18;П206;Ж3;КАТ20;Р4;142;1;Первый;10;0.15;0.05;6;0.13;0.04;18
Москва;23.01.2015;18:40:35;К18;П360;Ж2;КАТ7;Р2;145;2;Второй;10;1.36;0.45;56;1.58;0.53;220
Москва;23.01.2015;9:57:29;К9;П50;Ж1;КАТ41;Р4;142;8;Предпоследний;10;0;0;0;0;0;0
Москва;23.01.2015;12:57:02;К9;П50;Ж1;КАТ41;Р2;145;10;Последний;10;0.95;0.32;39;0.38;0.13;54
Москва;23.01.2015;20:54:04;К9;П14;Ж5;КАТ44;Р4;142;5;Последний;10;0.08;0.03;3;0.31;0.1;43
Москва;23.01.2015;17:56:10;К9;П14;Ж5;КАТ44;Р5;143;7;Последний;10;0;0;0;0.04;0.01;6
Москва;23.01.2015;14:53:54;К9;П14;Ж5;КАТ44;Р3;144;1;Первый;10;0.45;0.15;19;0.34;0.11;48
Москва;23.01.2015;16:56:25;К9;П75;Ж1;КАТ34;Р1;141;8;Предпоследний;10;0;0;0;0;0;0
Москва;23.01.2015;21:55:03;К9;П75;Ж1;КАТ34;Р2;145;1;Первый;10;0;0;0;0.09;0.03;12
Москва;23.01.2015;18:07:19;К23;П17;Ж2;КАТ2;Р4;142;2;Второй;10;0.71;0.24;29;0.6;0.2;84
Москва;23.01.2015;9:15:23;К23;П17;Ж2;КАТ2;Р3;144;8;Последний;10;0;0;0;0.06;0.02;9
Москва;23.01.2015;7:52:56;К6;П136;Ж8;КАТ14;Р4;142;7;Средний;10;0.1;0.03;4;0.03;0.01;4
Москва;23.01.2015;6:45:33;К6;П330;Ж2;КАТ7;Р2;145;5;Средний;10;0;0;0;0;0;0
Пермь;23.01.2015;19:08:54;К14;П612;Ж5;КАТ30;Р11;7742;3;Средний;20;1.15;0.76;5;3.52;2.35;35
Пермь;23.01.2015;19:33:29;К14;П612;Ж5;КАТ30;Р13;7757;5;Средний;20;1.15;0.76;5;2.23;1.49;22
Пермь;23.01.2015;11:45:18;К14;П544;Ж3;КАТ21;Р11;7742;4;Средний;20;0.89;0.6;4;0.92;0.61;9
Пермь;23.01.2015;16:15:31;К14;П590;Ж3;КАТ21;Р13;7757;3;Средний;20;0;0;0;0.31;0.21;3
Пермь;23.01.2015;13:51:27;К20;П1378;Ж2;КАТ2;Р11;7742;5;Средний;20;0;0;0;3.54;2.36;35
Пермь;23.01.2015;13:16:25;К20;П1378;Ж2;КАТ2;Р13;7757;5;Средний;20;0;0;0;3.57;2.38;35
Пермь;23.01.2015;18:51:32;К20;П563;Ж3;КАТ21;Р14;7798;4;Средний;10;1.15;0.34;5;2.32;0.69;23
Пермь;23.01.2015;15:55:46;К20;П392;Ж2;КАТ2;Р11;7742;5;Средний;20;0;0;0;2.84;1.89;28
Пермь;23.01.2015;16:51:47;К20;П392;Ж2;КАТ2;Р11;7781;5;Средний;10;0;0;0;2.45;0.82;24
Пермь;23.01.2015;17:23:11;К11;П1387;Ж2;КАТ2;Р11;7742;2;Второй;20;0;0;0;1.51;1.01;15
Пермь;23.01.2015;14:11:19;К11;П399;Ж2;КАТ2;Р11;7781;1;Первый;10;1.33;0.44;5;1.41;0.47;14
Пермь;23.01.2015;23:02:30;К11;П192;Ж2;КАТ2;Р12;7858;1;Первый;10;0;0;0;4.22;1.41;41
Пермь;23.01.2015;9:40:04;К22;П194;Ж9;КАТ25;Р15;7827;2;Второй;10;0;0;0;0;0;0
Пермь;23.01.2015;11:07:14;К22;П8;Ж3;КАТ3;Р13;7757;1;Первый;20;0;0;0;0.36;0.24;4
Пермь;23.01.2015;13:38:58;К22;П8;Ж3;КАТ3;Р13;7757;1;Первый;20;0.69;0.46;3;0.74;0.49;7
Пермь;23.01.2015;13:11:05;К22;П8;Ж3;КАТ3;Р11;7781;5;Средний;10;0.69;0.23;3;0.98;0.33;10
Пермь;23.01.2015;12:05:03;К22;П8;Ж3;КАТ3;Р12;7858;3;Предпоследний;10;0;0;0;0;0;0
Пермь;23.01.2015;15:07:25;К22;П1403;Ж2;КАТ6;Р15;7827;5;Средний;10;0.69;0.23;3;1.54;0.51;15
Пермь;23.01.2015;19:07:29;К25;П348;Ж2;КАТ1;Р13;7757;7;Последний;20;0;0;0;0.91;0.6;9
Пермь;23.01.2015;18:08:47;К25;П348;Ж2;КАТ1;Р15;7827;4;Средний;10;0;0;0;0.91;0.3;9
Пермь;23.01.2015;18:30:50;К25;П348;Ж2;КАТ1;Р12;7858;7;Средний;10;0;0;0;0;0;0
Пермь;23.01.2015;17:21:27;К25;П349;Ж2;КАТ1;Р14;7798;6;Средний;10;0;0;0;0;0;0
Пермь;23.01.2015;23:28:15;К25;П226;Ж3;КАТ20;Р11;7742;5;Средний;20;0;0;0;0;0;0
Пермь;23.01.2015;10:16:36;К25;П350;Ж2;КАТ2;Р11;7742;6;Последний;20;0;0;0;0;0;0
Пермь;23.01.2015;12:48:58;К25;П350;Ж2;КАТ2;Р11;7742;6;Средний;20;0;0;0;0;0;0
Пермь;23.01.2015;10:52:49;К25;П350;Ж2;КАТ2;Р13;7757;2;Второй;20;0;0;0;0;0;0
Пермь;23.01.2015;11:24:37;К25;П350;Ж2;КАТ2;Р13;7757;3;Средний;20;0;0;0;0;0;0
Пермь;23.01.2015;8:57:27;К25;П351;Ж2;КАТ7;Р11;7742;4;Средний;20;0;0;0;0;0;0
Пермь;23.01.2015;15:03:25;К25;П342;Ж2;КАТ7;Р11;7781;4;Средний;10;0;0;0;0.35;0.12;3
Пермь;23.01.2015;12:42:59;К29;П1396;Ж2;КАТ1;Р13;7757;1;Первый;20;0;0;0;0.82;0.54;8
Пермь;23.01.2015;15:48:52;К29;П357;Ж3;КАТ3;Р11;7742;1;Первый;20;0;0;0;0.99;0.66;10
Пермь;23.01.2015;17:08:38;К29;П357;Ж3;КАТ3;Р13;7757;1;Первый;20;3.49;2.33;14;2.4;1.6;24
Пермь;23.01.2015;14:54:56;К29;П357;Ж3;КАТ3;Р11;7781;1;Первый;10;3.49;1.16;14;1.44;0.48;14
Пермь;23.01.2015;16:50:46;К29;П357;Ж3;КАТ3;Р15;7827;1;Первый;10;2.6;0.87;11;2.03;0.68;20
Пермь;23.01.2015;13:50:39;К29;П40;Ж3;КАТ3;Р11;7742;1;Первый;20;2.21;1.47;9;0.91;0.61;9
Пермь;23.01.2015;14:19:24;К29;П40;Ж3;КАТ3;Р14;7798;3;Средний;10;2.21;0.66;9;0.91;0.27;9
Пермь;23.01.2015;12:07:53;К16;П445;Ж5;КАТ4;Р11;7781;2;Второй;10;0;0;0;0;0;0
Пермь;23.01.2015;11:16:25;К16;П445;Ж5;КАТ4;Р12;7858;3;Средний;10;0;0;0;0;0;0
Пермь;23.01.2015;18:08:31;К16;П1093;Ж7;КАТ5;Р11;7742;3;Средний;20;0;0;0;0;0;0
Пермь;23.01.2015;21:09:03;К16;П428;Ж5;КАТ4;Р13;7757;2;Второй;20;0;0;0;0;0;0
Пермь;23.01.2015;0:23:12;К27;П1404;Ж2;КАТ1;Р13;7757;2;Второй;20;2.41;1.6;10;1.32;0.88;13
Пермь;23.01.2015;23:27:10;К27;П1404;Ж2;КАТ1;Р15;7827;3;Средний;10;1.53;0.51;6;0.96;0.32;9
Пермь;23.01.2015;14:18:06;К27;П1293;Ж3;КАТ13;Р11;7742;2;Второй;20;0;0;0;0;0;0
Пермь;23.01.2015;11:17:33;К27;П202;Ж2;КАТ12;Р11;7742;1;Первый;20;0;0;0;0;0;0
Пермь;23.01.2015;10:14:11;К27;П373;Ж2;КАТ12;Р11;7742;3;Средний;20;0;0;0;0;0;0
Пермь;23.01.2015;9:36:36;К27;П373;Ж2;КАТ12;Р13;7757;3;Средний;20;0;0;0;0;0;0
Пермь;23.01.2015;17:17:09;К27;П373;Ж2;КАТ12;Р15;7827;3;Средний;10;0;0;0;0.69;0.23;7
Пермь;23.01.2015;18:19:47;К27;П1405;Ж1;КАТ34;Р13;7757;2;Второй;20;0;0;0;0.51;0.34;5
Пермь;23.01.2015;13:38:05;К32;П1336;Ж2;КАТ2;Р13;7757;5;Средний;20;0;0;0;0;0;0
Пермь;23.01.2015;11:05:16;К32;П1336;Ж2;КАТ2;Р14;7798;3;Средний;10;0;0;0;0;0;0
Пермь;23.01.2015;12:35:31;К32;П1336;Ж2;КАТ2;Р14;7798;3;Средний;10;0;0;0;0.25;0.08;2
Пермь;23.01.2015;12:03:32;К32;П1336;Ж2;КАТ2;Р15;7827;5;Средний;10;0;0;0;0;0;0
Пермь;23.01.2015;14:09:42;К32;П1336;Ж2;КАТ2;Р12;7858;5;Средний;10;0;0;0;0;0;0
Пермь;23.01.2015;9:04:17;К32;П1297;Ж2;КАТ12;Р11;7742;1;Первый;20;0;0;0;0.56;0.38;6
Пермь;23.01.2015;7:39:25;К32;П1297;Ж2;КАТ12;Р13;7757;2;Второй;20;0;0;0;0;0;0
Пермь;23.01.2015;17:03:00;К32;П985;Ж2;КАТ1;Р11;7742;6;Средний;20;0.57;0.38;2;1.23;0.82;12
Пермь;23.01.2015;19:12:11;К32;П484;Ж3;КАТ11;Р11;7742;2;Второй;20;0;0;0;0;0;0
Пермь;23.01.2015;18:38:11;К32;П484;Ж3;КАТ11;Р13;7757;4;Средний;20;0;0;0;0;0;0
Пермь;23.01.2015;15:10:30;К32;П484;Ж3;КАТ11;Р11;7781;3;Средний;10;0;0;0;0;0;0
Пермь;23.01.2015;23:45:48;К32;П486;Ж2;КАТ12;Р13;7757;1;Первый;20;0;0;0;0;0;0
Пермь;23.01.2015;18:10:45;К3;П512;Ж2;КАТ2;Р11;7781;4;Средний;10;0;0;0;0.44;0.15;4
Пермь;23.01.2015;18:36:45;К3;П512;Ж2;КАТ2;Р14;7798;5;Средний;10;0;0;0;0;0;0
Пермь;23.01.2015;0:23:15;К3;П487;Ж3;КАТ3;Р11;7742;5;Средний;20;0;0;0;0;0;0
Пермь;23.01.2015;23:50:13;К3;П1406;Ж2;КАТ7;Р12;7858;5;Средний;10;0;0;0;0;0;0
Пермь;23.01.2015;14:47:50;К12;П78;Ж1;КАТ16;Р13;7757;7;Средний;20;0;0;0;3.74;2.37;37
Пермь;23.01.2015;17:48:09;К12;П78;Ж1;КАТ16;Р13;7757;7;Средний;20;0;0;0;2.48;1.65;24
Пермь;23.01.2015;23:36:02;К5;П1389;Ж2;КАТ1;Р12;7858;6;Предпоследний;10;0;0;0;0;0;0
Пермь;23.01.2015;11:49:30;К5;П1400;Ж2;КАТ2;Р13;7757;2;Второй;20;0;0;0;0.58;0.39;6
Пермь;23.01.2015;8:51:39;К5;П1400;Ж2;КАТ2;Р14;7798;3;Средний;10;0;0;0;1.96;0.65;19
Пермь;23.01.2015;17:52:26;К5;П1121;Ж2;КАТ2;Р15;7827;3;Средний;10;1.21;0.4;5;5.36;1.79;53
Пермь;23.01.2015;0:19:55;К7;П1407;Ж2;КАТ7;Р11;7742;2;Второй;20;0;0;0;0;0;0
Пермь;23.01.2015;17:56:30;К7;П136;Ж8;КАТ14;Р11;7781;2;Второй;10;0;0;0;0.18;0.06;2
Пермь;23.01.2015;15:35:05;К7;П1408;Ж8;КАТ14;Р12;7858;2;Второй;10;0;0;0;0.18;0.05;2
Пермь;23.01.2015;23:51:06;К7;П138;Ж8;КАТ10;Р13;7757;2;Второй;20;0;0;0;0;0;0
Пермь;23.01.2015;17:31:33;К14;П613;Ж3;КАТ21;Р16;9581;2;Второй;10;0;0;0;1.09;0.36;11
Пермь;23.01.2015;16:05:50;К22;П1403;Ж2;КАТ6;Р16;9581;2;Второй;10;0.69;0.23;3;1.01;0.34;10
Пермь;23.01.2015;11:50:51;К25;П225;Ж1;КАТ16;Р16;9581;3;Средний;10;0;0;0;0.33;0.11;3
Пермь;23.01.2015;16:09:26;К29;П357;Ж3;КАТ3;Р16;9581;2;Второй;10;3.38;1.13;14;2.35;0.78;23
Пермь;23.01.2015;14:07:10;К16;П445;Ж5;КАТ4;Р16;9581;3;Средний;10;0;0;0;0;0;0
Пермь;23.01.2015;19:20:37;К27;П1409;Ж3;КАТ20;Р16;9581;3;Средний;10;0;0;0;0;0;0
Пермь;23.01.2015;16:31:46;К7;П1205;Ж2;КАТ12;Р16;9581;5;Средний;10;0;0;0;0.18;0.06;2
Москва;24.01.2015;7:57:04;К19;П78;Ж1;КАТ16;Р4;142;6;Средний;10;0.24;0.08;10;0.77;0.26;107
Москва;24.01.2015;8:41:39;К19;П361;Ж2;КАТ15;Р1;141;7;Средний;10;0.26;0.09;11;0.27;0.09;37
Москва;24.01.2015;8:23:34;К19;П361;Ж2;КАТ15;Р5;143;10;Средний;10;0.26;0.08;11;0.29;0.09;41
Москва;24.01.2015;12:22:40;К19;П362;Ж2;КАТ2;Р1;141;9;Предпоследний;10;0.16;0.05;7;0.82;0.27;114
Москва;24.01.2015;9:06:27;К19;П264;Ж7;КАТ23;Р2;145;5;Средний;10;0.4;0.13;16;0.31;0.1;43
Москва;24.01.2015;9:32:44;К19;П265;Ж7;КАТ27;Р5;143;5;Средний;10;0.4;0.13;16;0.68;0.23;95
Москва;24.01.2015;10:29:03;К19;П363;Ж2;КАТ12;Р4;142;2;Второй;10;0.1;0.03;4;1.44;0.48;201
Москва;24.01.2015;21:55:39;К19;П364;Ж2;КАТ1;Р3;144;8;Средний;10;0.91;0.3;38;2.61;0.87;364
Москва;24.01.2015;11:25:38;К24;П365;Ж2;КАТ1;Р5;143;4;Средний;10;0.07;0.02;3;1.09;0.36;152
Москва;24.01.2015;0:36:11;К10;П366;Ж2;КАТ2;Р2;145;1;Первый;10;0;0;0;1.17;0.39;163
Москва;24.01.2015;11:16:21;К1;П81;Ж1;КАТ16;Р2;145;1;Первый;10;0.16;0.05;7;0.05;0.02;7
Москва;24.01.2015;7:52:46;К1;П2;Ж1;КАТ16;Р1;141;3;Средний;10;0;0;0;0;0;0
Москва;24.01.2015;17:22:49;К1;П34;Ж1;КАТ16;Р3;144;5;Средний;10;0;0;0;0;0;0
Москва;24.01.2015;21:27:08;К1;П35;Ж1;КАТ16;Р4;142;2;Второй;10;0;0;0;0;0;0
Москва;24.01.2015;22:40:16;К1;П5;Ж1;КАТ16;Р5;143;5;Последний;10;0;0;0;0;0;0
Москва;24.01.2015;8:58:25;К21;П84;Ж2;КАТ15;Р1;141;7;Предпоследний;10;0.42;0.14;17;0.24;0.08;34
Москва;24.01.2015;16:21:06;К21;П8;Ж3;КАТ3;Р2;145;4;Средний;10;1.23;0.41;51;1.17;0.39;163
Москва;24.01.2015;8:32:55;К21;П367;Ж2;КАТ15;Р5;143;7;Предпоследний;10;0.42;0.14;17;0.24;0.08;34
Москва;24.01.2015;23:57:23;К21;П368;Ж2;КАТ1;Р4;142;2;Второй;10;3.1;1.03;128;2.32;0.77;324
Москва;24.01.2015;22:58:08;К21;П368;Ж2;КАТ1;Р3;144;10;Предпоследний;10;3.24;1.08;134;1.87;0.62;261
Москва;24.01.2015;18:06:37;К21;П369;Ж2;КАТ1;Р1;141;2;Второй;10;2.25;0.75;93;2.35;0.78;328
Москва;24.01.2015;11:05:21;К21;П370;Ж2;КАТ6;Р4;142;8;Предпоследний;10;1.72;0.57;71;1.6;0.53;224
Москва;24.01.2015;10:10:53;К21;П370;Ж2;КАТ6;Р5;143;6;Средний;10;1.34;0.45;55;1.08;0.36;151
Москва;24.01.2015;12:03:34;К21;П371;Ж2;КАТ1;Р5;143;5;Средний;10;1.81;0.6;75;1.55;0.52;217
Москва;24.01.2015;0:55:48;К21;П372;Ж2;КАТ1;Р4;142;2;Второй;10;1.24;0.41;51;1.41;0.47;196
Москва;24.01.2015;7:08:09;К28;П278;Ж3;КАТ3;Р4;142;3;Средний;10;0;0;0;0;0;0
Москва;24.01.2015;7:09:39;К28;П278;Ж3;КАТ3;Р3;144;9;Предпоследний;10;0;0;0;0;0;0
Москва;24.01.2015;7:25:46;К28;П278;Ж3;КАТ3;Р2;145;6;Средний;10;0.38;0.13;16;0.11;0.04;16
Москва;24.01.2015;10:18:06;К26;П373;Ж2;КАТ12;Р3;144;2;Второй;10;0.51;0.17;21;0.25;0.08;35
Москва;24.01.2015;14:08:58;К18;П281;Ж5;КАТ40;Р4;142;1;Первый;10;1.31;0.44;54;1.42;0.47;198
Москва;24.01.2015;10:09:22;К18;П374;Ж2;КАТ1;Р1;141;7;Средний;10;0.15;0.05;6;0.53;0.18;74
Москва;24.01.2015;11:14:41;К18;П374;Ж2;КАТ1;Р3;144;2;Второй;10;0.85;0.28;35;0.73;0.24;102
Москва;24.01.2015;10:36:13;К18;П374;Ж2;КАТ1;Р2;145;2;Второй;10;0.84;0.28;35;0.84;0.28;117
Москва;24.01.2015;8:17:36;К18;П375;Ж2;КАТ1;Р5;143;2;Второй;10;0.44;0.15;18;0.26;0.09;36
Москва;24.01.2015;23:31:13;К18;П376;Ж2;КАТ1;Р4;142;4;Последний;10;3.74;1.25;154;1.71;0.57;238
Москва;24.01.2015;12:49:20;К18;П235;Ж1;КАТ16;Р1;141;4;Последний;10;0.64;0.21;26;0.8;0.27;111
Москва;24.01.2015;12:56:30;К18;П235;Ж1;КАТ16;Р2;145;6;Средний;10;0.73;0.24;30;0.92;0.31;128
Москва;24.01.2015;12:04:03;К18;П284;Ж7;КАТ39;Р5;143;4;Средний;10;0.74;0.25;30;0.63;0.21;88
Москва;24.01.2015;10:54:27;К9;П13;Ж1;КАТ34;Р5;143;2;Второй;10;0.65;0.22;27;0.35;0.12;49
Москва;24.01.2015;8:55:16;К9;П13;Ж1;КАТ34;Р3;144;2;Второй;10;0.77;0.26;32;0.42;0.14;58
Москва;24.01.2015;9:55:13;К9;П14;Ж5;КАТ44;Р1;141;3;Последний;10;0.9;0.3;37;0.32;0.11;44
Москва;24.01.2015;17:54:02;К9;П75;Ж1;КАТ34;Р1;141;1;Первый;10;0.2;0.07;8;0.25;0.08;35
Москва;24.01.2015;12:54:06;К9;П75;Ж1;КАТ34;Р4;142;1;Первый;10;0.65;0.22;27;0.38;0.13;53
Москва;24.01.2015;21:54:51;К9;П75;Ж1;КАТ34;Р4;142;5;Предпоследний;10;0;0;0;0.2;0.07;28
Москва;24.01.2015;20:55:03;К9;П75;Ж1;КАТ34;Р5;143;7;Средний;10;0.62;0.21;26;0.47;0.16;65
Москва;24.01.2015;16:55:24;К9;П75;Ж1;КАТ34;Р3;144;10;Средний;10;0;0;0;0.11;0.04;15
Москва;24.01.2015;15:53:42;К9;П75;Ж1;КАТ34;Р2;145;1;Первый;10;0.18;0.06;7;0.2;0.07;28
Москва;24.01.2015;20:10:32;К23;П17;Ж2;КАТ2;Р1;141;5;Средний;10;0;0;0;0.13;0.04;18
Москва;24.01.2015;15:13:22;К23;П17;Ж2;КАТ2;Р5;143;5;Средний;10;0.22;0.07;9;0.28;0.09;40
Москва;24.01.2015;0:51:44;К6;П377;Ж2;КАТ1;Р3;144;6;Средний;10;0.1;0.03;4;0.03;0.01;4
Москва;24.01.2015;8:39:23;К6;П136;Ж8;КАТ14;Р1;141;9;Средний;10;0;0;0;0.16;0.05;22
Москва;24.01.2015;9:32:44;К6;П286;Ж8;КАТ22;Р5;143;5;Средний;10;0;0;0;0;0;0
Пермь;24.01.2015;18:47:39;К14;П674;Ж3;КАТ11;Р11;7742;3;Средний;20;0;0;0;2.48;1.65;24
Пермь;24.01.2015;23:58:41;К14;П1410;Ж2;КАТ1;Р11;7781;5;Средний;10;0;0;0;0.97;0.32;9
Пермь;24.01.2015;20:11:46;К20;П908;Ж1;КАТ16;Р15;7827;8;Средний;10;5.98;1.99;24;5.57;1.86;55
Пермь;24.01.2015;19:35:34;К20;П362;Ж2;КАТ2;Р11;7742;3;Средний;20;4.09;2.73;17;4.87;3.25;48
Пермь;24.01.2015;14:54:54;К20;П362;Ж2;КАТ2;Р11;7781;9;Средний;10;1.18;0.39;5;3.88;1.29;38
Пермь;24.01.2015;23:52:29;К20;П364;Ж2;КАТ1;Р13;7757;2;Второй;20;3.2;2.13;13;5.87;3.91;58
Пермь;24.01.2015;22:34:07;К20;П364;Ж2;КАТ1;Р12;7858;3;Средний;10;5.66;1.89;23;7.76;2.59;76
Пермь;24.01.2015;21:54:39;К11;П1411;Ж3;КАТ20;Р14;7798;2;Второй;10;2.79;0.93;11;3.57;1.19;35
Пермь;24.01.2015;22:53:56;К11;П1412;Ж2;КАТ1;Р13;7757;2;Второй;20;1.22;0.82;5;1.72;1.15;17
Пермь;24.01.2015;16:08:14;К22;П8;Ж3;КАТ3;Р13;7757;2;Второй;20;2.11;1.41;9;1.97;1.31;19
Пермь;24.01.2015;22:56:56;К22;П368;Ж2;КАТ1;Р14;7798;4;Средний;10;3.71;1.11;15;1.88;0.56;18
Пермь;24.01.2015;11:03:39;К22;П370;Ж2;КАТ6;Р14;7798;1;Первый;10;0;0;0;0;0;0
Пермь;24.01.2015;12:03:22;К22;П371;Ж2;КАТ1;Р11;7742;4;Средний;20;0;0;0;0;0;0
Пермь;24.01.2015;13:11:29;К22;П371;Ж2;КАТ1;Р12;7858;2;Второй;10;3.55;1.18;14;2.46;0.82;24
Пермь;24.01.2015;19:07:28;К22;П456;Ж3;КАТ17;Р15;7827;3;Средний;10;1.17;0.39;5;0.77;0.26;8
Пермь;24.01.2015;14:23:03;К25;П1413;Ж2;КАТ1;Р15;7827;7;Средний;10;0;0;0;0;0;0
Пермь;24.01.2015;21:19:59;К25;П304;Ж1;КАТ32;Р11;7781;2;Второй;10;0;0;0;0.26;0.09;3
Пермь;24.01.2015;11:46:40;К25;П225;Ж1;КАТ16;Р11;7781;4;Средний;10;0.78;0.26;3;1.73;0.58;17
Пермь;24.01.2015;14:48:08;К25;П27;Ж1;КАТ16;Р11;7742;6;Предпоследний;20;0;0;0;0;0;0
Пермь;24.01.2015;12:19:52;К25;П365;Ж2;КАТ1;Р14;7798;7;Предпоследний;10;0.78;0.26;3;0.71;0.24;7
Пермь;24.01.2015;16:28:50;К25;П1414;Ж2;КАТ1;Р12;7858;7;Средний;10;0;0;0;0.41;0.14;4
Пермь;24.01.2015;10:21:35;К25;П1415;Ж2;КАТ7;Р13;7757;6;Средний;20;0.78;0.52;3;0.89;0.59;9
Пермь;24.01.2015;22:26:16;К25;П270;Ж5;КАТ33;Р11;7742;5;Средний;20;1.54;1.03;6;0.64;0.42;6
Пермь;24.01.2015;23:11:26;К25;П270;Ж5;КАТ33;Р13;7757;6;Средний;20;1.54;1.03;6;0.64;0.42;6
Пермь;24.01.2015;18:30:23;К25;П396;Ж2;КАТ2;Р13;7757;4;Средний;20;0;0;0;0;0;0
Пермь;24.01.2015;22:09:41;К29;П357;Ж3;КАТ3;Р11;7742;1;Первый;20;6.02;4.02;24;4.7;3.13;46
Пермь;24.01.2015;19:37:40;К29;П40;Ж3;КАТ3;Р12;7858;5;Средний;10;4.7;1.57;19;2.45;0.82;24
Пермь;24.01.2015;14:22:52;К29;П1416;Ж3;КАТ11;Р15;7827;1;Первый;10;1.17;0.39;5;1.33;0.44;13
Пермь;24.01.2015;14:55:02;К29;П1033;Ж3;КАТ3;Р13;7757;1;Первый;20;0;0;0;0.63;0.42;6
Пермь;24.01.2015;17:12:59;К29;П1033;Ж3;КАТ3;Р11;7781;1;Первый;10;0.89;0.3;4;1.03;0.34;10
Пермь;24.01.2015;9:38:23;К29;П41;Ж2;КАТ2;Р13;7757;1;Первый;20;0;0;0;0.45;0.3;4
Пермь;24.01.2015;20:12:21;К16;П445;Ж5;КАТ4;Р13;7757;1;Первый;20;2.08;1.38;8;1.52;1.01;15
Пермь;24.01.2015;23:12:44;К27;П1417;Ж2;КАТ1;Р11;7742;2;Второй;20;2.22;1.41;9;0.92;0.58;9
Пермь;24.01.2015;22:16:40;К27;П1417;Ж2;КАТ1;Р13;7757;2;Второй;20;3.11;1.97;13;1.68;1.06;16
Пермь;24.01.2015;14:28:11;К27;П1418;Ж2;КАТ1;Р15;7827;2;Второй;10;0;0;0;0;0;0
Пермь;24.01.2015;20:19:36;К27;П1419;Ж2;КАТ1;Р14;7798;1;Первый;10;2.61;0.87;11;1.69;0.56;17
Пермь;24.01.2015;19:30:34;К27;П1419;Ж2;КАТ1;Р15;7827;3;Средний;10;0;0;0;0;0;0
Пермь;24.01.2015;12:24:06;К27;П202;Ж2;КАТ12;Р11;7742;3;Средний;20;0;0;0;0;0;0
Пермь;24.01.2015;11:20:55;К27;П373;Ж2;КАТ12;Р13;7757;2;Второй;20;0;0;0;0;0;0
