city;moscow_time;installations
Москва;20.01.2015 19:54;7
Москва;20.01.2015 19:55;4
Москва;20.01.2015 19:56;13
Москва;20.01.2015 19:57;7
Москва;20.01.2015 19:58;12
Москва;20.01.2015 19:59;10
Москва;20.01.2015 20:00;7
Москва;20.01.2015 20:01;7
Москва;20.01.2015 20:02;12
Москва;20.01.2015 20:03;4
Москва;20.01.2015 20:04;9
Москва;20.01.2015 20:05;10
Москва;20.01.2015 20:06;4
Москва;20.01.2015 20:07;7
Москва;20.01.2015 20:08;7
Москва;20.01.2015 20:09;7
Москва;20.01.2015 20:10;7
Москва;20.01.2015 20:11;6
Москва;20.01.2015 20:12;6
Москва;20.01.2015 20:13;13
Москва;20.01.2015 20:14;12
Москва;20.01.2015 20:15;10
Москва;20.01.2015 20:16;4
Москва;20.01.2015 20:17;7
Москва;20.01.2015 20:18;7
Москва;20.01.2015 20:19;10
Москва;20.01.2015 20:20;13
Москва;20.01.2015 20:21;1
Москва;20.01.2015 20:22;7
Москва;20.01.2015 20:23;7
Москва;20.01.2015 20:24;12
Москва;20.01.2015 20:25;13
Москва;20.01.2015 20:26;10
Москва;20.01.2015 20:27;7
Москва;20.01.2015 20:28;9
Москва;20.01.2015 20:29;18
Москва;20.01.2015 20:30;12
Москва;20.01.2015 20:31;4
Москва;20.01.2015 20:32;9
Москва;20.01.2015 20:33;10
Москва;20.01.2015 20:34;13
Москва;20.01.2015 20:35;7
Москва;20.01.2015 20:36;4
Москва;20.01.2015 20:37;3
Москва;20.01.2015 20:38;9
Москва;20.01.2015 20:39;10
Москва;20.01.2015 20:40;7
Москва;20.01.2015 20:41;12
Москва;20.01.2015 20:42;7
Москва;20.01.2015 20:43;6
Москва;20.01.2015 20:44;17
Москва;20.01.2015 20:45;9
Москва;20.01.2015 20:46;12
Москва;20.01.2015 20:47;9
Москва;20.01.2015 20:48;9
Москва;20.01.2015 20:49;17
Москва;20.01.2015 20:50;6
Москва;20.01.2015 20:51;7
Москва;20.01.2015 20:52;7
Москва;20.01.2015 20:53;10
Москва;20.01.2015 20:54;6
Москва;20.01.2015 20:55;10
Москва;20.01.2015 20:56;9
Москва;20.01.2015 20:57;15
Москва;20.01.2015 20:58;12
Москва;20.01.2015 20:59;7
Москва;20.01.2015 21:00;6
Москва;20.01.2015 21:01;9
Москва;20.01.2015 21:02;20
Москва;20.01.2015 21:03;9
Москва;20.01.2015 21:04;12
Москва;20.01.2015 21:05;7
Москва;20.01.2015 21:06;9
Москва;20.01.2015 21:07;12
Москва;20.01.2015 21:08;6
Москва;20.01.2015 21:09;12
Москва;20.01.2015 21:10;10
Москва;20.01.2015 21:11;12
Москва;20.01.2015 21:12;12
Москва;20.01.2015 21:13;12
Москва;20.01.2015 21:14;4
Москва;20.01.2015 21:15;7
Москва;20.01.2015 21:16;10
Москва;20.01.2015 21:17;6
Москва;20.01.2015 21:18;6
Москва;20.01.2015 21:19;18
Москва;20.01.2015 21:20;10
Москва;20.01.2015 21:21;9
Москва;20.01.2015 21:22;13
Москва;20.01.2015 21:23;12
Москва;20.01.2015 21:24;10
Москва;20.01.2015 21:25;10
Москва;20.01.2015 21:26;17
Москва;20.01.2015 21:27;12
Москва;20.01.2015 21:28;13
Москва;20.01.2015 21:29;9
Москва;20.01.2015 21:30;9
Москва;20.01.2015 21:31;13
Москва;20.01.2015 21:32;9
Москва;20.01.2015 21:33;20
Москва;20.01.2015 21:34;10
Москва;20.01.2015 21:35;17
Москва;20.01.2015 21:36;7
Москва;20.01.2015 21:37;15
Москва;20.01.2015 21:38;9
Москва;20.01.2015 21:39;9
Москва;20.01.2015 21:40;18
Москва;20.01.2015 21:41;12
Москва;20.01.2015 21:42;15
Москва;20.01.2015 21:43;21
Москва;20.01.2015 21:44;4
Москва;20.01.2015 21:45;7
Москва;20.01.2015 21:46;17
Москва;20.01.2015 21:47;9
Москва;20.01.2015 21:48;12
Москва;20.01.2015 21:49;7
Москва;20.01.2015 21:50;6
Москва;20.01.2015 21:51;3
Москва;20.01.2015 21:52;17
Москва;20.01.2015 21:53;13
Москва;20.01.2015 21:54;7
Москва;20.01.2015 21:55;10
Москва;20.01.2015 21:56;13
Москва;20.01.2015 21:57;13
Москва;20.01.2015 21:58;10
Москва;20.01.2015 21:59;4
Москва;20.01.2015 22:00;6
Москва;20.01.2015 22:01;9
Москва;20.01.2015 22:02;10
Москва;20.01.2015 22:03;13
Москва;20.01.2015 22:04;10
Москва;20.01.2015 22:05;12
Москва;20.01.2015 22:06;10
Москва;20.01.2015 22:07;17
Москва;20.01.2015 22:08;21
Москва;20.01.2015 22:09;10
Москва;20.01.2015 22:10;7
Москва;20.01.2015 22:11;10
Москва;20.01.2015 22:12;12
Москва;20.01.2015 22:13;9
Москва;20.01.2015 22:14;10
Москва;20.01.2015 22:15;9
Москва;20.01.2015 22:16;9
Москва;20.01.2015 22:17;12
Москва;20.01.2015 22:18;18
Москва;20.01.2015 22:19;13
Москва;20.01.2015 22:20;6
Москва;20.01.2015 22:21;7
Москва;20.01.2015 22:22;6
Москва;20.01.2015 22:23;7
Москва;20.01.2015 22:24;9
Москва;20.01.2015 22:25;13
Москва;20.01.2015 22:26;17
Москва;20.01.2015 22:27;10
Москва;20.01.2015 22:28;4
Москва;20.01.2015 22:29;6
Москва;20.01.2015 22:30;18
Москва;20.01.2015 22:31;17
Москва;20.01.2015 22:32;9
Москва;20.01.2015 22:33;18
Москва;20.01.2015 22:34;7
Москва;20.01.2015 22:35;26
Москва;20.01.2015 22:36;18
Москва;20.01.2015 22:37;15
Москва;20.01.2015 22:38;12
Москва;20.01.2015 22:39;20
Москва;20.01.2015 22:40;13
Москва;20.01.2015 22:41;7
Москва;20.01.2015 22:42;15
Москва;20.01.2015 22:43;18
Москва;20.01.2015 22:44;17
Москва;20.01.2015 22:45;13
Москва;20.01.2015 22:46;10
Москва;20.01.2015 22:47;4
Москва;20.01.2015 22:48;12
Москва;20.01.2015 22:49;9
Москва;20.01.2015 22:50;10
Москва;20.01.2015 22:51;10
Москва;20.01.2015 22:52;7
Москва;20.01.2015 22:53;9
Москва;20.01.2015 22:54;13
Москва;20.01.2015 22:55;13
Москва;20.01.2015 22:56;10
Москва;20.01.2015 22:57;15
Москва;20.01.2015 22:58;9
Москва;20.01.2015 22:59;18
Москва;20.01.2015 23:00;3
Москва;20.01.2015 23:01;12
Москва;20.01.2015 23:02;17
Москва;20.01.2015 23:03;13
Москва;20.01.2015 23:04;10
Москва;20.01.2015 23:05;10
Москва;20.01.2015 23:06;9
Москва;20.01.2015 23:07;13
Москва;20.01.2015 23:08;9
Москва;20.01.2015 23:09;17
Москва;20.01.2015 23:10;12
Москва;20.01.2015 23:11;7
Москва;20.01.2015 23:12;10
Москва;20.01.2015 23:13;6
Москва;20.01.2015 23:14;9
Москва;20.01.2015 23:15;9
Москва;20.01.2015 23:16;17
Москва;20.01.2015 23:17;9
Москва;20.01.2015 23:18;9
Москва;20.01.2015 23:19;7
Москва;20.01.2015 23:20;10
Москва;20.01.2015 23:21;6
Москва;20.01.2015 23:22;9
Москва;20.01.2015 23:23;9
Москва;20.01.2015 23:24;10
Москва;20.01.2015 23:25;10
Москва;20.01.2015 23:26;10
Москва;20.01.2015 23:27;6
Москва;20.01.2015 23:28;12
Москва;20.01.2015 23:29;4
Москва;20.01.2015 23:30;3
Москва;20.01.2015 23:31;9
Москва;20.01.2015 23:32;15
Москва;20.01.2015 23:33;6
Москва;20.01.2015 23:34;13
Москва;20.01.2015 23:35;10
Москва;20.01.2015 23:36;3
Москва;20.01.2015 23:37;13
Москва;20.01.2015 23:38;10
Москва;20.01.2015 23:39;18
Москва;20.01.2015 23:40;6
Москва;20.01.2015 23:41;7
Москва;20.01.2015 23:42;7
Москва;20.01.2015 23:43;15
Москва;20.01.2015 23:44;15
Москва;20.01.2015 23:45;4
Москва;20.01.2015 23:46;13
Москва;20.01.2015 23:47;10
Москва;20.01.2015 23:48;10
Москва;20.01.2015 23:49;10
Москва;20.01.2015 23:50;15
Москва;20.01.2015 23:51;13
Москва;20.01.2015 23:52;7
Москва;20.01.2015 23:53;12
Москва;20.01.2015 23:54;9
Москва;20.01.2015 23:55;18
Москва;20.01.2015 23:56;12
Москва;20.01.2015 23:57;6
Москва;20.01.2015 23:58;4
Москва;20.01.2015 23:59;10
Москва;21.01.2015 0:00;10
Москва;21.01.2015 0:01;10
Москва;21.01.2015 0:02;7
Москва;21.01.2015 0:03;7
Москва;21.01.2015 0:04;7
Москва;21.01.2015 0:05;9
Москва;21.01.2015 0:06;7
Москва;21.01.2015 0:07;12
Москва;21.01.2015 0:08;6
Москва;21.01.2015 0:09;4
Москва;21.01.2015 0:10;13
Москва;21.01.2015 0:11;4
Москва;21.01.2015 0:12;7
Москва;21.01.2015 0:13;6
Москва;21.01.2015 0:14;9
Москва;21.01.2015 0:15;7
Москва;21.01.2015 0:16;13
Москва;21.01.2015 0:17;10
Москва;21.01.2015 0:18;9
Москва;21.01.2015 0:19;7
Москва;21.01.2015 0:20;4
Москва;21.01.2015 0:21;7
Москва;21.01.2015 0:22;13
Москва;21.01.2015 0:23;7
Москва;21.01.2015 0:24;13
Москва;21.01.2015 0:25;4
Москва;21.01.2015 0:26;6
Москва;21.01.2015 0:27;13
Москва;21.01.2015 0:28;12
Москва;21.01.2015 0:29;4
Москва;21.01.2015 0:30;17
Москва;21.01.2015 0:31;7
Москва;21.01.2015 0:32;12
Москва;21.01.2015 0:33;6
Москва;21.01.2015 0:34;10
Москва;21.01.2015 0:35;4
Москва;21.01.2015 0:36;7
Москва;21.01.2015 0:37;3
Москва;21.01.2015 0:38;4
Москва;21.01.2015 0:39;9
Москва;21.01.2015 0:40;7
Москва;21.01.2015 0:41;6
Москва;21.01.2015 0:42;9
Москва;21.01.2015 0:43;9
Москва;21.01.2015 0:44;15
Москва;21.01.2015 0:45;6
Москва;21.01.2015 0:46;7
Москва;21.01.2015 0:47;3
Москва;21.01.2015 0:48;4
Москва;21.01.2015 0:49;9
Москва;21.01.2015 0:50;9
Москва;21.01.2015 0:51;6
Москва;21.01.2015 0:52;7
Москва;21.01.2015 0:53;4
Москва;21.01.2015 0:54;1
Москва;21.01.2015 0:55;6
Москва;21.01.2015 0:56;6
Москва;21.01.2015 0:57;7
Москва;21.01.2015 0:58;4
Москва;21.01.2015 0:59;7
Москва;21.01.2015 1:00;3
Москва;21.01.2015 1:01;10
Москва;21.01.2015 1:02;7
Москва;21.01.2015 1:03;3
Москва;21.01.2015 1:04;4
Москва;21.01.2015 1:05;4
Москва;21.01.2015 1:06;6
Москва;21.01.2015 1:07;4
Москва;21.01.2015 1:08;9
Москва;21.01.2015 1:09;4
Москва;21.01.2015 1:10;7
Москва;21.01.2015 1:11;7
Москва;21.01.2015 1:12;4
Москва;21.01.2015 1:13;4
Москва;21.01.2015 1:14;4
Москва;21.01.2015 1:15;4
Москва;21.01.2015 1:16;4
Москва;21.01.2015 1:17;7
Москва;21.01.2015 1:18;4
Москва;21.01.2015 1:19;3
Москва;21.01.2015 1:20;6
Москва;21.01.2015 1:21;6
Москва;21.01.2015 1:22;6
Москва;21.01.2015 1:23;1
Москва;21.01.2015 1:24;6
Москва;21.01.2015 1:25;9
Москва;21.01.2015 1:26;7
Москва;21.01.2015 1:27;4
Москва;21.01.2015 1:28;9
Москва;21.01.2015 1:29;10
Москва;21.01.2015 1:30;4
Москва;21.01.2015 1:31;3
Москва;21.01.2015 1:32;10
Москва;21.01.2015 1:33;4
Москва;21.01.2015 1:34;6
Москва;21.01.2015 1:35;7
Москва;21.01.2015 1:36;10
Москва;21.01.2015 1:37;6
Москва;21.01.2015 1:38;6
Москва;21.01.2015 1:39;6
Москва;21.01.2015 1:40;6
Москва;21.01.2015 1:41;6
Москва;21.01.2015 1:42;4
Москва;21.01.2015 1:43;4
Москва;21.01.2015 1:44;4
Москва;21.01.2015 1:45;4
Москва;21.01.2015 1:46;3
Москва;21.01.2015 1:47;6
Москва;21.01.2015 1:48;9
Москва;21.01.2015 1:49;3
Москва;21.01.2015 1:50;3
Москва;21.01.2015 1:51;3
Москва;21.01.2015 1:52;4
Москва;21.01.2015 1:53;3
Москва;21.01.2015 1:54;4
Москва;21.01.2015 1:55;3
Москва;21.01.2015 1:56;3
Москва;21.01.2015 1:57;9
Москва;21.01.2015 1:58;7
Москва;21.01.2015 1:59;7
Москва;21.01.2015 2:00;7
Москва;21.01.2015 2:01;4
Москва;21.01.2015 2:02;3
Москва;21.01.2015 2:03;1
Москва;21.01.2015 2:04;9
Москва;21.01.2015 2:05;1
Москва;21.01.2015 2:06;6
Москва;21.01.2015 2:07;7
Москва;21.01.2015 2:08;7
Москва;21.01.2015 2:09;4
Москва;21.01.2015 2:10;4
Москва;21.01.2015 2:11;1
Москва;21.01.2015 2:12;3
Москва;21.01.2015 2:13;9
Москва;21.01.2015 2:14;3
Москва;21.01.2015 2:15;6
Москва;21.01.2015 2:16;4
Москва;21.01.2015 2:17;4
Москва;21.01.2015 2:18;3
Москва;21.01.2015 2:19;1
Москва;21.01.2015 2:20;3
Москва;21.01.2015 2:21;4
Москва;21.01.2015 2:22;3
Москва;21.01.2015 2:23;1
Москва;21.01.2015 2:24;6
Москва;21.01.2015 2:25;3
Москва;21.01.2015 2:26;1
Москва;21.01.2015 2:27;1
Москва;21.01.2015 2:28;4
Москва;21.01.2015 2:29;3
Москва;21.01.2015 2:30;4
Москва;21.01.2015 2:31;3
Москва;21.01.2015 2:32;1
Москва;21.01.2015 2:33;3
Москва;21.01.2015 2:34;1
Москва;21.01.2015 2:35;6
Москва;21.01.2015 2:36;3
Москва;21.01.2015 2:37;4
Москва;21.01.2015 2:38;7
Москва;21.01.2015 2:39;6
Москва;21.01.2015 2:40;1
Москва;21.01.2015 2:41;1
Москва;21.01.2015 2:42;3
Москва;21.01.2015 2:43;1
Москва;21.01.2015 2:44;4
Москва;21.01.2015 2:45;4
Москва;21.01.2015 2:46;3
Москва;21.01.2015 2:47;4
Москва;21.01.2015 2:48;3
Москва;21.01.2015 2:49;1
Москва;21.01.2015 2:50;3
Москва;21.01.2015 2:51;1
Москва;21.01.2015 2:52;3
Москва;21.01.2015 2:53;1
Москва;21.01.2015 2:54;1
Москва;21.01.2015 2:55;1
Москва;21.01.2015 2:56;3
Москва;21.01.2015 2:57;6
Москва;21.01.2015 2:58;3
Москва;21.01.2015 2:59;3
Москва;21.01.2015 3:00;4
Москва;21.01.2015 3:01;3
Москва;21.01.2015 3:02;3
Москва;21.01.2015 3:03;1
Москва;21.01.2015 3:04;3
Москва;21.01.2015 3:05;3
Москва;21.01.2015 3:06;4
Москва;21.01.2015 3:07;3
Москва;21.01.2015 3:08;7
Москва;21.01.2015 3:09;6
Москва;21.01.2015 3:10;1
Москва;21.01.2015 3:11;3
Москва;21.01.2015 3:12;1
Москва;21.01.2015 3:13;4
Москва;21.01.2015 3:14;3
Москва;21.01.2015 3:15;4
Москва;21.01.2015 3:16;6
Москва;21.01.2015 3:17;3
Москва;21.01.2015 3:18;3
Москва;21.01.2015 3:19;3
Москва;21.01.2015 3:20;6
Москва;21.01.2015 3:21;4
Москва;21.01.2015 3:22;1
Москва;21.01.2015 3:23;4
Москва;21.01.2015 3:24;3
Москва;21.01.2015 3:25;3
Москва;21.01.2015 3:26;1
Москва;21.01.2015 3:27;3
Москва;21.01.2015 3:28;4
Москва;21.01.2015 3:29;4
Москва;21.01.2015 3:30;1
Москва;21.01.2015 3:31;3
Москва;21.01.2015 3:32;3
Москва;21.01.2015 3:33;1
Москва;21.01.2015 3:34;1
Москва;21.01.2015 3:35;4
Москва;21.01.2015 3:36;1
Москва;21.01.2015 3:37;3
Москва;21.01.2015 3:38;1
Москва;21.01.2015 3:39;3
Москва;21.01.2015 3:40;1
Москва;21.01.2015 3:41;3
Москва;21.01.2015 3:42;1
Москва;21.01.2015 3:43;1
Москва;21.01.2015 3:44;3
Москва;21.01.2015 3:45;4
Москва;21.01.2015 3:46;3
Москва;21.01.2015 3:47;3
Москва;21.01.2015 3:48;3
Москва;21.01.2015 3:49;4
Москва;21.01.2015 3:50;3
Москва;21.01.2015 3:51;3
Москва;21.01.2015 3:52;3
Москва;21.01.2015 3:53;1
Москва;21.01.2015 3:54;1
Москва;21.01.2015 3:55;6
Москва;21.01.2015 3:56;4
Москва;21.01.2015 3:57;4
Москва;21.01.2015 3:58;3
Москва;21.01.2015 3:59;1
Москва;21.01.2015 4:00;1
Москва;21.01.2015 4:01;3
Москва;21.01.2015 4:02;1
Москва;21.01.2015 4:03;1
Москва;21.01.2015 4:04;3
Москва;21.01.2015 4:05;4
Москва;21.01.2015 4:06;4
Москва;21.01.2015 4:07;1
Москва;21.01.2015 4:08;1
Москва;21.01.2015 4:09;1
Москва;21.01.2015 4:10;1
Москва;21.01.2015 4:11;4
Москва;21.01.2015 4:12;1
Москва;21.01.2015 4:13;4
Москва;21.01.2015 4:14;1
Москва;21.01.2015 4:15;4
Москва;21.01.2015 4:16;3
Москва;21.01.2015 4:17;1
Москва;21.01.2015 4:18;6
Москва;21.01.2015 4:19;3
Москва;21.01.2015 4:20;3
Москва;21.01.2015 4:21;3
Москва;21.01.2015 4:22;1
Москва;21.01.2015 4:23;3
Москва;21.01.2015 4:24;3
Москва;21.01.2015 4:25;3
Москва;21.01.2015 4:26;3
Москва;21.01.2015 4:27;3
Москва;21.01.2015 4:28;1
Москва;21.01.2015 4:29;3
Москва;21.01.2015 4:30;3
Москва;21.01.2015 4:31;3
Москва;21.01.2015 4:32;3
Москва;21.01.2015 4:33;1
Москва;21.01.2015 4:34;3
Москва;21.01.2015 4:35;3
Москва;21.01.2015 4:36;3
Москва;21.01.2015 4:37;1
Москва;21.01.2015 4:38;1
Москва;21.01.2015 4:39;3
Москва;21.01.2015 4:40;3
Москва;21.01.2015 4:41;3
Москва;21.01.2015 4:42;1
Москва;21.01.2015 4:43;3
Москва;21.01.2015 4:44;1
Москва;21.01.2015 4:45;3
Москва;21.01.2015 4:46;1
Москва;21.01.2015 4:47;1
Москва;21.01.2015 4:48;1
Москва;21.01.2015 4:49;3
Москва;21.01.2015 4:50;1
Москва;21.01.2015 4:51;1
Москва;21.01.2015 4:52;1
Москва;21.01.2015 4:53;1
Москва;21.01.2015 4:54;1
Москва;21.01.2015 4:55;6
Москва;21.01.2015 4:56;3
Москва;21.01.2015 4:57;3
Москва;21.01.2015 4:58;1
Москва;21.01.2015 4:59;4
Москва;21.01.2015 5:00;1
Москва;21.01.2015 5:01;3
Москва;21.01.2015 5:02;6
Москва;21.01.2015 5:03;3
Москва;21.01.2015 5:04;1
Москва;21.01.2015 5:05;1
Москва;21.01.2015 5:06;1
Москва;21.01.2015 5:07;1
Москва;21.01.2015 5:08;3
Москва;21.01.2015 5:09;1
Москва;21.01.2015 5:10;1
Москва;21.01.2015 5:11;1
Москва;21.01.2015 5:12;3
Москва;21.01.2015 5:13;3
Москва;21.01.2015 5:14;3
Москва;21.01.2015 5:15;1
Москва;21.01.2015 5:16;3
Москва;21.01.2015 5:17;3
Москва;21.01.2015 5:18;1
Москва;21.01.2015 5:19;1
Москва;21.01.2015 5:20;3
Москва;21.01.2015 5:21;1
Москва;21.01.2015 5:22;1
Москва;21.01.2015 5:23;3
Москва;21.01.2015 5:24;3
Москва;21.01.2015 5:25;1
Москва;21.01.2015 5:26;3
Москва;21.01.2015 5:27;1
Москва;21.01.2015 5:28;3
Москва;21.01.2015 5:29;4
Москва;21.01.2015 5:30;3
Москва;21.01.2015 5:31;4
Москва;21.01.2015 5:32;1
Москва;21.01.2015 5:33;3
Москва;21.01.2015 5:34;3
Москва;21.01.2015 5:35;4
Москва;21.01.2015 5:36;1
Москва;21.01.2015 5:37;3
Москва;21.01.2015 5:38;1
Москва;21.01.2015 5:39;3
Москва;21.01.2015 5:40;4
Москва;21.01.2015 5:41;3
Москва;21.01.2015 5:42;4
Москва;21.01.2015 5:43;3
Москва;21.01.2015 5:44;1
Москва;21.01.2015 5:45;1
Москва;21.01.2015 5:46;4
Москва;21.01.2015 5:47;1
Москва;21.01.2015 5:48;6
Москва;21.01.2015 5:49;1
Москва;21.01.2015 5:50;1
Москва;21.01.2015 5:51;3
Москва;21.01.2015 5:52;1
Москва;21.01.2015 5:53;3
Москва;21.01.2015 5:54;3
Москва;21.01.2015 5:55;3
Москва;21.01.2015 5:56;3
Москва;21.01.2015 5:57;3
Москва;21.01.2015 5:58;4
Москва;21.01.2015 5:59;1
Москва;21.01.2015 6:00;1
Москва;21.01.2015 6:01;1
Москва;21.01.2015 6:02;3
Москва;21.01.2015 6:03;3
Москва;21.01.2015 6:04;1
Москва;21.01.2015 6:05;4
Москва;21.01.2015 6:06;3
Москва;21.01.2015 6:07;3
Москва;21.01.2015 6:08;4
Москва;21.01.2015 6:09;3
Москва;21.01.2015 6:10;1
Москва;21.01.2015 6:11;3
Москва;21.01.2015 6:12;4
Москва;21.01.2015 6:13;4
Москва;21.01.2015 6:14;1
Москва;21.01.2015 6:15;3
Москва;21.01.2015 6:16;1
Москва;21.01.2015 6:17;1
Москва;21.01.2015 6:18;3
Москва;21.01.2015 6:19;4
Москва;21.01.2015 6:20;3
Москва;21.01.2015 6:21;3
Москва;21.01.2015 6:22;3
Москва;21.01.2015 6:23;1
Москва;21.01.2015 6:24;1
Москва;21.01.2015 6:25;4
Москва;21.01.2015 6:26;1
Москва;21.01.2015 6:27;3
Москва;21.01.2015 6:28;4
Москва;21.01.2015 6:29;1
Москва;21.01.2015 6:30;1
Москва;21.01.2015 6:31;3
Москва;21.01.2015 6:32;4
Москва;21.01.2015 6:33;4
Москва;21.01.2015 6:34;3
Москва;21.01.2015 6:35;3
Москва;21.01.2015 6:36;3
Москва;21.01.2015 6:37;3
Москва;21.01.2015 6:38;3
Москва;21.01.2015 6:39;3
Москва;21.01.2015 6:40;1
Москва;21.01.2015 6:41;4
Москва;21.01.2015 6:42;3
Москва;21.01.2015 6:43;1
Москва;21.01.2015 6:44;1
Москва;21.01.2015 6:45;3
Москва;21.01.2015 6:46;1
Москва;21.01.2015 6:47;6
Москва;21.01.2015 6:48;4
Москва;21.01.2015 6:49;3
Москва;21.01.2015 6:50;4
Москва;21.01.2015 6:51;1
Москва;21.01.2015 6:52;4
Москва;21.01.2015 6:53;3
Москва;21.01.2015 6:54;4
Москва;21.01.2015 6:55;3
Москва;21.01.2015 6:56;4
Москва;21.01.2015 6:57;4
Москва;21.01.2015 6:58;4
Москва;21.01.2015 6:59;4
Москва;21.01.2015 7:00;13
Москва;21.01.2015 7:01;1
Москва;21.01.2015 7:02;7
Москва;21.01.2015 7:03;1
Москва;21.01.2015 7:04;4
Москва;21.01.2015 7:05;4
Москва;21.01.2015 7:06;4
Москва;21.01.2015 7:07;3
Москва;21.01.2015 7:08;1
Москва;21.01.2015 7:09;6
Москва;21.01.2015 7:10;3
Москва;21.01.2015 7:11;6
Москва;21.01.2015 7:12;6
Москва;21.01.2015 7:13;3
Москва;21.01.2015 7:14;6
Москва;21.01.2015 7:15;3
Москва;21.01.2015 7:16;3
Москва;21.01.2015 7:17;4
Москва;21.01.2015 7:18;4
Москва;21.01.2015 7:19;4
Москва;21.01.2015 7:20;4
Москва;21.01.2015 7:21;3
Москва;21.01.2015 7:22;9
Москва;21.01.2015 7:23;6
Москва;21.01.2015 7:24;1
Москва;21.01.2015 7:25;4
Москва;21.01.2015 7:26;4
Москва;21.01.2015 7:27;6
Москва;21.01.2015 7:28;4
Москва;21.01.2015 7:29;7
Москва;21.01.2015 7:30;7
Москва;21.01.2015 7:31;6
Москва;21.01.2015 7:32;7
Москва;21.01.2015 7:33;1
Москва;21.01.2015 7:34;3
Москва;21.01.2015 7:35;3
Москва;21.01.2015 7:36;4
Москва;21.01.2015 7:37;9
Москва;21.01.2015 7:38;7
Москва;21.01.2015 7:39;3
Москва;21.01.2015 7:40;3
Москва;21.01.2015 7:41;3
Москва;21.01.2015 7:42;6
Москва;21.01.2015 7:43;6
Москва;21.01.2015 7:44;9
Москва;21.01.2015 7:45;4
Москва;21.01.2015 7:46;7
Москва;21.01.2015 7:47;7
Москва;21.01.2015 7:48;7
Москва;21.01.2015 7:49;9
Москва;21.01.2015 7:50;9
Москва;21.01.2015 7:51;3
Москва;21.01.2015 7:52;6
Москва;21.01.2015 7:53;1
Москва;21.01.2015 7:54;6
Москва;21.01.2015 7:55;3
Москва;21.01.2015 7:56;7
Москва;21.01.2015 7:57;3
Москва;21.01.2015 7:58;1
Москва;21.01.2015 7:59;4
Москва;21.01.2015 8:00;9
Москва;21.01.2015 8:01;6
Москва;21.01.2015 8:02;10
Москва;21.01.2015 8:03;3
Москва;21.01.2015 8:04;9
Москва;21.01.2015 8:05;7
Москва;21.01.2015 8:06;3
Москва;21.01.2015 8:07;3
Москва;21.01.2015 8:08;4
Москва;21.01.2015 8:09;4
Москва;21.01.2015 8:10;7
Москва;21.01.2015 8:11;6
Москва;21.01.2015 8:12;10
Москва;21.01.2015 8:13;6
Москва;21.01.2015 8:14;4
Москва;21.01.2015 8:15;7
Москва;21.01.2015 8:16;9
Москва;21.01.2015 8:17;13
Москва;21.01.2015 8:18;3
Москва;21.01.2015 8:19;6
Москва;21.01.2015 8:20;3
Москва;21.01.2015 8:21;7
Москва;21.01.2015 8:22;7
Москва;21.01.2015 8:23;9
Москва;21.01.2015 8:24;4
Москва;21.01.2015 8:25;3
Москва;21.01.2015 8:26;7
Москва;21.01.2015 8:27;3
Москва;21.01.2015 8:28;12
Москва;21.01.2015 8:29;6
Москва;21.01.2015 8:30;3
Москва;21.01.2015 8:31;9
Москва;21.01.2015 8:32;4
Москва;21.01.2015 8:33;9
Москва;21.01.2015 8:34;12
Москва;21.01.2015 8:35;7
Москва;21.01.2015 8:36;4
Москва;21.01.2015 8:37;7
Москва;21.01.2015 8:38;7
Москва;21.01.2015 8:39;6
Москва;21.01.2015 8:40;4
Москва;21.01.2015 8:41;4
Москва;21.01.2015 8:42;7
Москва;21.01.2015 8:43;4
Москва;21.01.2015 8:44;6
Москва;21.01.2015 8:45;7
Москва;21.01.2015 8:46;7
Москва;21.01.2015 8:47;7
Москва;21.01.2015 8:48;6
Москва;21.01.2015 8:49;4
Москва;21.01.2015 8:50;4
Москва;21.01.2015 8:51;7
Москва;21.01.2015 8:52;3
Москва;21.01.2015 8:53;9
Москва;21.01.2015 8:54;12
Москва;21.01.2015 8:55;7
Москва;21.01.2015 8:56;7
Москва;21.01.2015 8:57;6
Москва;21.01.2015 8:58;6
Москва;21.01.2015 8:59;4
Москва;21.01.2015 9:00;15
Москва;21.01.2015 9:01;10
Москва;21.01.2015 9:02;3
Москва;21.01.2015 9:03;9
Москва;21.01.2015 9:04;7
Москва;21.01.2015 9:05;4
Москва;21.01.2015 9:06;9
Москва;21.01.2015 9:07;7
Москва;21.01.2015 9:08;6
Москва;21.01.2015 9:09;7
Москва;21.01.2015 9:10;3
Москва;21.01.2015 9:11;9
Москва;21.01.2015 9:12;6
Москва;21.01.2015 9:13;4
Москва;21.01.2015 9:14;3
Москва;21.01.2015 9:15;4
Москва;21.01.2015 9:16;1
Москва;21.01.2015 9:17;10
Москва;21.01.2015 9:18;12
Москва;21.01.2015 9:19;9
Москва;21.01.2015 9:20;4
Москва;21.01.2015 9:21;6
Москва;21.01.2015 9:22;3
Москва;21.01.2015 9:23;9
Москва;21.01.2015 9:24;9
Москва;21.01.2015 9:25;9
Москва;21.01.2015 9:26;3
Москва;21.01.2015 9:27;3
Москва;21.01.2015 9:28;7
Москва;21.01.2015 9:29;12
Москва;21.01.2015 9:30;3
Москва;21.01.2015 9:31;6
Москва;21.01.2015 9:32;4
Москва;21.01.2015 9:33;6
Москва;21.01.2015 9:34;6
Москва;21.01.2015 9:35;4
